from,to,distance
6703500-010,6703500-008,1.2454469203948975
6703500-022,6703500-018,2.061957597732544
6700200-019,6700200-023,3.2169408798217773
6700400-011,6700400-012,2.1229300498962402
6701800-002,6701800-015,1.8679304122924805
6701900-001,6701900-008,1.091140866279602
6702700-003,6703200-043,1.4968092441558838
6702300-006,6702300-004,4.235429286956787
6703200-019,6703200-035,0.6103953719139099
6703500-014,6701400-011,2.7936654090881348
6700700-026,6700700-027,1.3469494581222534
6702300-002,6702300-006,4.332106113433838
6703100-023,6702800-017,1.94881010055542
6703700-011,6703700-009,0.5732097625732422
6700800-006,6700800-003,1.7377479076385498
6702300-001,6702300-010,2.938788890838623
6701500-001,6701600-002,1.788624882698059
6702300-004,6702400-005,2.5924603939056396
6702700-009,6702700-017,3.677711248397827
6702800-010,6702800-012,3.146869659423828
6703400-009,6703400-021,0.6570690274238586
6701100-001,6701900-019,1.9836196899414062
6703700-032,6703700-031,0.4906294047832489
6700800-004,6700800-014,1.5409256219863892
6701900-001,6701900-021,2.9747776985168457
6701200-014,6701200-015,0.7292772531509399
6703500-047,6703500-024,2.597153663635254
6703100-020,6703100-024,1.0025055408477783
6703100-011,6703500-038,0.696098268032074
6700600-011,6700300-010,3.3273584842681885
6701500-002,6701200-013,2.1853294372558594
6702500-007,6702300-007,3.6281321048736572
6701200-009,6701200-021,2.519365072250366
6700700-021,6701300-010,3.1255173683166504
6703500-016,6703500-041,1.5558222532272339
6701900-012,6701900-008,2.185375452041626
6703400-015,6703400-014,0.2806459069252014
6700300-004,6700300-002,2.3722169399261475
6700300-023,6700300-015,1.6480343341827393
6703500-009,6703500-038,1.3687336444854736
6701600-012,6701600-013,1.5282471179962158
6700100-007,6700100-010,2.3003742694854736
6703500-012,6703500-043,1.246495246887207
6702700-007,6703200-003,2.0534775257110596
6700200-022,6700200-024,2.146550416946411
6702000-002,6702000-001,0.792105495929718
6703100-020,6703100-037,0.7876842021942139
6702000-005,6702000-006,2.72794771194458
6702600-005,6702500-006,4.3758416175842285
6700400-008,6700100-010,3.41534686088562
6703500-046,6703500-041,1.2818925380706787
6703600-014,6703600-003,0.2628350555896759
6701800-004,6702000-009,3.3104395866394043
6701900-016,6701900-019,2.840073585510254
6702500-007,6702500-003,5.219056129455566
6703500-039,6703500-038,0.5039808750152588
6700300-011,6700300-018,5.431168079376221
6703200-018,6703200-001,0.45019975304603577
6700600-013,6700600-011,5.7065935134887695
6700700-016,6700700-008,0.9869892597198486
6703700-036,6703700-028,0.4352380335330963
6702900-011,6702900-005,1.7768391370773315
6703600-009,6703700-031,1.0225887298583984
6700600-006,6700600-008,2.7541327476501465
6703200-030,6703200-011,0.568877100944519
6701500-016,6701400-011,1.5347728729248047
6702700-016,6703300-020,3.0371828079223633
6703200-029,6703200-015,0.6164980530738831
6702700-002,6702700-003,0.8650863170623779
6700300-006,6700600-003,2.7028257846832275
6702900-004,6702900-002,1.530765175819397
6703300-006,6703300-025,0.7268186211585999
6703500-044,6703500-008,0.9250547289848328
6702100-012,6703500-003,1.5046602487564087
6700700-004,6700700-011,0.7911409735679626
6703200-025,6703200-017,1.1051619052886963
6700200-015,6700100-026,2.2979767322540283
6700100-002,6700100-029,1.5272403955459595
6702100-009,6702000-004,2.8504087924957275
6700800-012,6700700-014,2.183229684829712
6703400-024,6703500-046,0.9979653358459473
6702900-011,6703000-002,4.695046424865723
6701400-009,6701400-011,2.6194334030151367
6703200-029,6703200-028,0.3671775162220001
6701600-018,6701500-005,3.0934157371520996
6701800-006,6701800-001,0.6730926036834717
6703200-013,6703200-020,0.3804934024810791
6700300-022,6700300-018,2.8051528930664062
6701800-008,6701800-010,1.2132753133773804
6702000-008,6702000-007,1.9121814966201782
6702100-016,6702100-009,2.2284631729125977
6701600-011,6701500-002,2.2204339504241943
6703300-021,6703300-023,1.748653769493103
6700100-025,6700100-026,1.388527512550354
6701800-017,6701800-015,3.8256356716156006
6701600-013,6701700-007,2.769627094268799
6701800-001,6701800-007,0.6791494488716125
6702100-009,6702100-006,2.1489768028259277
6700400-009,6700400-008,1.8017834424972534
6700400-012,6700400-013,2.6487817764282227
6700700-003,6700700-001,0.9920861721038818
6703300-016,6703300-029,2.1073575019836426
6703500-013,6703500-011,1.6975919008255005
6700400-002,6700400-005,2.0025668144226074
6702700-005,6702700-004,1.581964373588562
6700700-014,6700700-015,1.7424670457839966
6700100-013,6700100-029,1.5456899404525757
6703700-012,6703700-010,0.2802760899066925
6700700-017,6700700-020,1.9419949054718018
6703100-023,6703100-014,1.9736734628677368
6702300-001,6701100-008,5.895716667175293
6703500-027,6703500-030,2.079087018966675
6703700-021,6703700-015,0.5230646133422852
6700700-010,6700700-017,1.586626410484314
6702800-001,6702800-005,0.7149941325187683
6703500-043,6703500-011,1.047619342803955
6702600-001,6702200-004,3.5922412872314453
6702200-001,6701100-005,2.3321480751037598
6701400-011,6703500-014,2.7936654090881348
6703100-019,6703100-016,1.338032841682434
6700700-003,6700700-014,1.1095244884490967
6703200-017,6703200-044,0.2525768280029297
6701500-010,6701500-008,3.701256036758423
6701800-016,6701800-005,3.7697019577026367
6702800-013,6702800-015,2.523390293121338
6703100-009,6703100-008,1.1285746097564697
6703100-012,6703100-013,0.7689617276191711
6701500-003,6701500-005,2.1207728385925293
6700200-006,6700200-001,1.8548861742019653
6700200-009,6700200-006,2.188791036605835
6703100-023,6703100-027,1.9346221685409546
6701500-014,6701500-019,2.331684112548828
6701600-010,6701600-009,1.3333184719085693
6703400-007,6703400-003,0.46249550580978394
6702800-001,6702800-018,0.787312388420105
6701900-003,6701900-001,1.268630862236023
6700200-025,6700800-007,2.1758902072906494
6700500-002,6700500-001,0.9951782822608948
6703300-027,6703700-029,0.402162104845047
6703200-023,6703200-037,0.6761909127235413
6702800-019,6702800-008,2.0010733604431152
6700200-013,6700200-017,1.4254107475280762
6701200-014,6701600-001,2.1411075592041016
6703400-037,6703400-030,0.654934287071228
6700500-014,6700500-011,2.918121814727783
6703400-011,6703400-014,0.7073817849159241
6700800-010,6700800-005,1.6714692115783691
6701000-002,6700900-003,2.7066829204559326
6703100-004,6703100-027,1.1064592599868774
6701300-002,6701200-011,1.8741940259933472
6702400-005,6702400-003,7.44081974029541
6703400-013,6703400-023,0.5633332133293152
6703500-030,6703500-031,2.7422871589660645
6700100-028,6700100-003,1.3274106979370117
6700500-009,6700500-017,3.2231862545013428
6700600-007,6700600-009,4.6042656898498535
6700800-003,6700800-002,1.8102302551269531
6701600-007,6701300-001,1.0572888851165771
6702900-005,6702900-003,1.484438419342041
6701900-002,6701900-018,2.5940139293670654
6703500-026,6703500-033,1.7310056686401367
6702600-003,6702600-006,1.9504714012145996
6702900-014,6702900-008,5.7656989097595215
6703500-044,6703500-050,1.4566497802734375
6702800-019,6702800-021,1.044081449508667
6703700-022,6703700-027,0.190510556101799
6700900-002,6700900-006,2.2275593280792236
6701300-006,6701300-001,2.0430328845977783
6701400-012,6701400-001,1.2841033935546875
6702300-003,6702400-006,5.650645732879639
6701500-002,6701600-012,1.1328768730163574
6703400-036,6703400-020,0.6118164658546448
6701200-020,6701200-019,1.622312307357788
6700300-011,6700600-015,6.562443256378174
6703100-029,6703100-033,2.116178035736084
6703700-022,6703400-028,0.621146559715271
6700800-003,6700800-015,1.5077955722808838
6702800-004,6702800-019,0.655636727809906
6701600-016,6701600-015,1.7352687120437622
6702900-002,6702900-011,2.4448463916778564
6702900-005,6702900-017,1.4210819005966187
6700300-020,6700300-014,2.8604066371917725
6703500-006,6703500-037,0.4716413915157318
6701700-010,6701700-007,2.156665086746216
6700100-023,6700100-022,2.065323829650879
6703700-017,6703400-034,0.6177406907081604
6703400-024,6703400-023,0.5234553217887878
6703400-001,6703400-039,0.3845635652542114
6703500-018,6703500-047,1.8217582702636719
6703600-011,6703600-002,1.8735216856002808
6701000-005,6700900-004,5.676015377044678
6703400-036,6703400-033,0.6301236748695374
6700300-006,6700300-008,2.667097330093384
6701700-005,6701700-013,1.4538177251815796
6702000-011,6702000-010,1.7409734725952148
6703400-035,6703400-037,0.3859904706478119
6703200-031,6703200-008,0.3847590684890747
6700400-003,6700400-006,2.5878844261169434
6703200-024,6703200-005,0.6405478715896606
6700300-001,6700300-014,2.5098800659179688
6703500-007,6703500-009,0.9088613390922546
6700700-006,6700700-004,0.6882694959640503
6702600-006,6702600-007,3.7377939224243164
6701200-018,6701400-009,1.9232019186019897
6702700-015,6702700-010,2.211479902267456
6702400-006,6702500-008,5.8158979415893555
6703100-029,6703500-001,2.0363805294036865
6702700-018,6702700-015,2.534485101699829
6703000-004,6702900-014,2.9594194889068604
6700300-013,6700300-024,2.763129949569702
6700400-005,6700100-022,1.8749465942382812
6703300-014,6703300-038,2.1396119594573975
6703700-026,6703300-027,0.7169196009635925
6703100-010,6703100-009,2.6918723583221436
6703500-011,6703500-020,2.075192451477051
6701200-003,6701400-007,1.9463720321655273
6703600-004,6703600-012,1.2348178625106812
6703400-005,6703100-001,0.7631010413169861
6703300-007,6703300-035,0.9126213192939758
6700700-015,6701000-010,1.4102470874786377
6703400-012,6703400-002,0.5346431136131287
6703000-008,6702600-010,3.4667348861694336
6701500-013,6701500-011,2.49067759513855
6701200-017,6701500-014,1.1134955883026123
6703100-023,6701800-014,1.0676332712173462
6700500-017,6700500-001,2.8348989486694336
6702500-008,6702300-006,4.552290439605713
6702300-009,6702200-005,3.764443874359131
6703100-030,6703100-001,1.1027684211730957
6703700-018,6703700-001,0.48839589953422546
6700100-022,6700100-025,1.9945945739746094
6701500-008,6701500-017,3.579824924468994
6701600-017,6701500-006,1.9278109073638916
6702500-004,6702300-008,4.1331305503845215
6700900-010,6700800-005,2.726404905319214
6701800-007,6701800-011,2.0652315616607666
6703300-029,6703300-036,1.4917131662368774
6703400-009,6703400-010,0.21548953652381897
6700200-004,6700200-010,2.8749160766601562
6703400-012,6703400-015,0.4119446873664856
6700500-005,6700500-004,1.899919867515564
6702600-001,6701800-019,1.9207730293273926
6702200-001,6702200-003,2.3427281379699707
6703200-007,6703200-027,0.8159502148628235
6703400-002,6703400-007,0.46877560019493103
6702700-003,6703200-045,1.8968253135681152
6703100-039,6703100-026,0.6534026265144348
6703700-018,6703700-014,0.39789584279060364
6700700-023,6700700-024,1.775609016418457
6703700-025,6703400-018,0.5343231558799744
6703400-032,6703400-007,0.6008439064025879
6703300-038,6702700-016,3.0306220054626465
6703200-014,6703200-043,1.3130131959915161
6700800-009,6700800-010,1.1623116731643677
6702300-004,6702400-007,5.306267261505127
6703100-025,6703100-020,0.8007012605667114
6701200-021,6701200-020,1.1014575958251953
6703500-042,6703400-018,1.296518087387085
6701900-021,6701900-002,1.6291072368621826
6702100-001,6700700-026,2.3802502155303955
6703200-044,6703200-043,1.0614924430847168
6700100-003,6700100-001,0.5008981227874756
6703500-037,6703400-024,1.5849963426589966
6701600-007,6701600-008,0.8032666444778442
6700700-007,6700700-029,1.7950884103775024
6700600-011,6700300-012,6.952240467071533
6703700-020,6703700-036,0.41735607385635376
6702100-006,6702000-005,2.9076626300811768
6701300-004,6701300-010,2.8236868381500244
6702900-012,6702800-011,5.284274101257324
6703400-018,6703500-042,1.296518087387085
6703300-010,6703300-012,0.6227084398269653
6701900-012,6701900-010,2.5023226737976074
6703400-015,6703400-016,0.6409680247306824
6700300-023,6700300-017,3.1156938076019287
6701200-002,6701200-020,2.748467445373535
6703700-020,6703400-037,0.41332879662513733
6702000-002,6702000-003,1.1815308332443237
6700600-016,6700100-009,2.8768062591552734
6700600-001,6700600-003,1.2461966276168823
6703200-025,6703200-006,0.9301392436027527
6701800-004,6702000-011,1.707554817199707
6703700-010,6703300-004,0.6327064633369446
6703500-040,6703400-042,1.0311453342437744
6703500-007,6703500-051,1.1259052753448486
6700300-011,6700300-020,5.7619452476501465
6703500-006,6703100-029,1.6359615325927734
6700800-007,6700200-024,1.842067003250122
6703700-036,6703700-030,0.3547482192516327
6701000-003,6701000-001,2.1986451148986816
6703300-013,6703300-030,0.7792006134986877
6702700-002,6702700-005,1.9383562803268433
6700300-006,6700600-005,3.3893749713897705
6703600-002,6703600-008,1.8205996751785278
6701200-004,6701400-008,2.4302587509155273
6703200-017,6702700-001,1.9089139699935913
6702800-018,6702700-003,1.9712944030761719
6701200-013,6701500-001,0.8726973533630371
6702100-012,6703500-005,1.030908465385437
6700700-004,6700700-013,1.460569977760315
6703200-025,6703200-019,0.7802817225456238
6703400-003,6703400-032,0.4479702413082123
6701800-019,6702000-009,3.781167507171631
6702600-009,6703000-002,5.7420525550842285
6701700-004,6701700-001,2.948728084564209
6703300-005,6703700-004,0.5752855539321899
6700700-027,6701400-005,1.514978289604187
6701800-013,6701800-006,1.7300703525543213
6700100-020,6700100-021,1.3548318147659302
6701300-003,6701300-013,2.6280152797698975
6703300-001,6703700-006,0.6026027798652649
6701600-018,6701500-007,3.977473258972168
6700200-003,6700200-002,0.3287714123725891
6701800-005,6701800-007,0.27474719285964966
6700300-022,6700300-020,4.061872959136963
6701800-008,6701800-012,0.36758536100387573
6702000-008,6702000-009,1.9788908958435059
6703200-003,6703200-014,1.3876856565475464
6703500-008,6703500-006,1.2940874099731445
6703200-006,6703200-019,0.6671397089958191
6701800-001,6701800-009,1.7332305908203125
6702100-009,6702100-008,1.1056827306747437
6703500-001,6703500-003,1.7615214586257935
6700400-009,6700400-010,1.3549591302871704
6703700-014,6703700-001,0.2560083866119385
6703600-013,6703600-008,1.097935676574707
6700700-022,6700700-016,1.4873511791229248
6702700-012,6702700-009,2.116161584854126
6703400-038,6703400-002,0.3689461946487427
6702800-013,6702800-004,1.2001432180404663
6700400-002,6700400-007,2.4108457565307617
6703500-038,6703500-006,1.0483644008636475
6700600-012,6700400-013,3.7485668659210205
6703200-010,6703200-030,0.5426418781280518
6702700-005,6702700-006,1.3258832693099976
6701500-022,6701500-007,4.4458327293396
6702800-006,6702800-001,1.454415202140808
6703600-005,6703600-009,0.788377046585083
6703700-009,6703700-007,0.4568323791027069
6701500-013,6701200-004,2.0064949989318848
6703600-008,6703600-014,0.5755506157875061
6700800-015,6700100-024,2.0124945640563965
6703500-027,6703500-032,2.6852223873138428
6700500-003,6700500-013,2.314814329147339
6700700-010,6700700-019,2.489898204803467
6703200-005,6703200-036,0.4938123822212219
6703500-005,6702100-009,2.844738245010376
6703100-016,6703100-013,1.4901973009109497
6702600-001,6702200-006,2.350412130355835
6701200-012,6701200-013,1.4333490133285522
6701500-007,6701500-005,4.2335309982299805
6703100-026,6703400-019,0.5940651297569275
6700200-013,6700200-006,2.5128562450408936
6701500-019,6701500-015,1.2938628196716309
6703400-011,6703400-003,0.35886499285697937
6700200-006,6700200-003,0.3450148403644562
6700200-009,6700200-008,1.4748948812484741
6701900-010,6701900-006,1.4368727207183838
6702800-016,6701800-013,2.4008545875549316
6701600-010,6701600-011,1.4961528778076172
6703400-007,6703400-005,0.7458320260047913
6702800-001,6702800-020,1.0586694478988647
6703700-004,6703700-026,0.6627098321914673
6700200-020,6700200-022,1.5802117586135864
6700500-002,6700500-003,1.9414515495300293
6700500-021,6700500-016,2.9828433990478516
6703300-027,6703700-031,0.6821638345718384
6700800-015,6700800-001,1.396789789199829
6700500-014,6700500-013,1.1725448369979858
6702500-005,6702500-001,2.4678027629852295
6703100-014,6703100-037,1.4631695747375488
6700600-011,6700600-009,3.544018268585205
6703500-040,6703500-041,0.3577214479446411
6703700-015,6703700-013,0.2267681062221527
6701000-002,6700900-005,1.758323073387146
6702900-009,6702900-003,1.4350322484970093
6703500-030,6703500-033,2.9661498069763184
6700500-009,6700500-019,2.0514748096466064
6703700-027,6703700-023,0.4703155755996704
6700800-003,6700800-004,0.6875099539756775
6700900-007,6700900-002,2.7303080558776855
6702800-007,6702800-013,1.7490304708480835
6701900-002,6701900-020,2.9298431873321533
6701300-013,6701300-006,2.8765382766723633
6700500-002,6700500-016,3.7098190784454346
6703100-013,6702800-015,2.499553680419922
6702600-003,6702600-008,3.083003044128418
6701700-010,6701600-014,2.1007509231567383
6701300-006,6701300-003,2.752347946166992
6701400-012,6701400-003,2.346285104751587
6703400-020,6703400-041,0.5678694248199463
6700100-016,6700100-008,1.233776569366455
6701200-020,6701200-021,1.1014575958251953
6701300-002,6701300-005,0.8710603713989258
6703100-034,6703400-027,0.6271015405654907
6702800-004,6702800-021,0.4329102337360382
6701600-016,6701600-017,1.6000490188598633
6703500-006,6703500-039,1.3688676357269287
6700500-015,6700300-005,2.6262216567993164
6700100-004,6700100-011,0.8976910710334778
6700100-023,6700100-024,2.125544548034668
6703700-017,6703400-036,0.47884902358055115
6701700-009,6701700-013,2.683159589767456
6702100-007,6702100-004,2.218305826187134
6701200-011,6701300-008,2.296192169189453
6703400-028,6703700-035,0.2858474850654602
6703600-011,6703600-004,1.3781548738479614
6700300-006,6700300-010,4.629012107849121
6701400-003,6702100-014,2.7392733097076416
6700300-005,6700300-014,1.8814716339111328
6701900-018,6701000-012,3.7260046005249023
6703200-031,6703200-010,0.6945536732673645
6703600-004,6703600-001,2.397902250289917
6700600-010,6700600-012,3.414902448654175
6702700-003,6702700-002,0.8650863170623779
6703100-036,6703500-006,1.2792071104049683
6702700-006,6702700-007,1.6924775838851929
6703400-033,6703700-005,0.6022661328315735
6703500-048,6703500-012,1.2676819562911987
6702600-006,6702600-009,5.945220470428467
6702700-015,6702700-012,2.4718003273010254
6703200-004,6703200-028,0.8650978207588196
6702700-018,6702700-017,1.669304370880127
6700900-008,6701000-002,3.2045230865478516
6700100-025,6700400-005,2.601733446121216
6700400-005,6700100-024,2.569392681121826
6702700-010,6702700-018,2.4796252250671387
6703100-005,6703400-039,0.9957510232925415
6703200-031,6703200-023,0.7073281407356262
6701500-001,6701500-003,1.3724700212478638
6702700-006,6702800-002,2.3751378059387207
6702900-008,6703000-003,2.155668258666992
6703100-003,6703100-008,2.5637869834899902
6700700-028,6700700-007,2.1422107219696045
6701400-006,6701400-012,1.8033829927444458
6703400-021,6703400-009,0.6570690274238586
6700200-019,6700200-014,1.5750585794448853
6703200-019,6703200-026,1.0087662935256958
6702900-013,6702800-010,3.6882383823394775
6703100-030,6703100-003,1.6511467695236206
6701900-013,6701900-009,2.1986796855926514
6703400-016,6703400-015,0.6409680247306824
6703700-030,6703700-013,0.34181439876556396
6701800-007,6701800-013,1.6377791166305542
6703200-014,6703200-032,0.7359001040458679
6700100-014,6700100-028,0.9693487882614136
6703400-009,6703400-012,0.5138347744941711
6700200-004,6700200-012,1.0495266914367676
6703500-038,6703100-011,0.696098268032074
6703500-010,6703500-012,1.4536012411117554
6703500-029,6703500-025,2.8749871253967285
6700500-005,6700500-006,1.4932109117507935
6701200-021,6701200-009,2.519365072250366
6702400-003,6702400-001,6.172874450683594
6703400-027,6703400-002,0.5498750805854797
6700800-004,6700800-005,1.7512072324752808
6701100-005,6701100-003,0.9445623159408569
6701900-001,6701900-012,2.442657470703125
6703500-047,6703500-015,2.058931350708008
6703100-039,6703100-028,0.7245284914970398
6703300-034,6703300-008,0.519756555557251
6703700-018,6703700-016,0.40988287329673767
6703400-039,6703400-012,0.6736422181129456
6703100-013,6703100-012,0.7689617276191711
6703100-032,6703100-025,0.5318996906280518
6700800-004,6700200-025,1.4581255912780762
6701400-007,6701200-001,2.491058111190796
6703100-025,6703100-022,0.42086726427078247
6701300-009,6700200-020,2.2159035205841064
6700100-007,6700100-001,0.9335311055183411
6700100-024,6700800-013,2.2888805866241455
6703100-020,6703100-028,0.9307425618171692
6703200-044,6703200-045,0.5431898236274719
6701900-019,6701900-015,3.2440128326416016
6701300-004,6701300-012,2.506161689758301
6703500-016,6703500-045,1.5301730632781982
6700600-016,6700600-007,2.675067186355591
6701700-001,6701700-002,3.0813257694244385
6700300-004,6700300-006,1.4992105960845947
6700300-023,6700300-019,4.8131585121154785
6703200-030,6703200-002,0.37415826320648193
6702000-009,6702000-008,1.9788908958435059
6701500-016,6701400-002,2.5650782585144043
6701600-014,6701700-008,3.1518948078155518
6700900-011,6700900-004,4.157763481140137
6701700-009,6701300-013,2.536834716796875
6702400-002,6702400-004,6.4351301193237305
6703400-029,6703400-037,0.33590447902679443
6700600-001,6700600-005,3.0717952251434326
6703300-021,6703300-001,0.7070780992507935
6700700-004,6700700-002,0.4103303849697113
6703600-014,6703600-007,1.0717353820800781
6702600-004,6702600-005,1.8042631149291992
6703100-017,6702800-017,1.8740994930267334
6703500-004,6703500-048,1.4306660890579224
6700900-004,6700900-001,1.0574638843536377
6703700-010,6703300-006,0.6760654449462891
6701300-013,6701700-008,1.3537861108779907
6703200-034,6703200-013,0.5195965766906738
6703300-001,6703300-022,0.9694504737854004
6700500-015,6700600-002,3.6238036155700684
6700600-013,6700600-015,4.415090560913086
6703700-033,6703600-005,0.991610586643219
6703500-031,6701500-023,4.932887077331543
6703400-024,6703500-037,1.5849963426589966
6701700-007,6701600-013,2.769627094268799
6702900-011,6702900-009,0.9878898859024048
6703700-035,6703700-036,0.3258717656135559
6703300-013,6703300-032,1.4820846319198608
6701000-006,6701000-008,2.944118022918701
6701400-009,6701400-002,1.9368810653686523
6700100-013,6700100-007,0.6189985275268555
6703700-031,6703700-038,0.6263517141342163
6700900-011,6701000-005,3.4915971755981445
6701600-008,6701300-013,2.002413272857666
6703100-015,6702700-002,1.5997467041015625
6703200-017,6702700-003,2.0506880283355713
6702800-018,6702700-005,1.781075358390808
6700100-011,6700400-004,2.8789544105529785
6702400-001,6700900-012,6.4102959632873535
6700900-004,6701000-002,2.2818636894226074
6701700-004,6701700-003,0.9474494457244873
6701700-007,6701700-008,3.2075459957122803
6701800-013,6701800-008,1.4677156209945679
6703300-016,6703300-020,2.2256486415863037
6700300-010,6700300-012,4.810662269592285
6700400-005,6700400-001,1.53571355342865
6703200-029,6703200-032,0.8966950178146362
6700200-003,6700200-004,0.2155114710330963
6701800-005,6701800-009,1.6608444452285767
6700500-003,6700500-002,1.9414515495300293
6703200-038,6703700-009,0.40250593423843384
6700700-010,6700700-008,2.4995741844177246
6703100-016,6703100-002,1.5912522077560425
6703500-001,6703500-005,2.1069657802581787
6703500-020,6703500-018,0.95225989818573
6703200-040,6703200-019,0.8587121963500977
6702100-008,6702100-014,2.2553024291992188
6700700-003,6700700-005,0.8713187575340271
6700700-022,6700700-018,1.8371260166168213
6702700-012,6702700-011,2.7287399768829346
6702800-013,6702800-006,1.03850519657135
6703700-016,6703700-012,0.5679637789726257
6702100-004,6702100-016,1.589831829071045
6701500-022,6701500-009,3.835378408432007
6703700-028,6703700-022,0.39225947856903076
6703300-008,6703300-034,0.519756555557251
6703100-023,6703100-018,1.1363075971603394
6703300-011,6703300-039,1.093682050704956
6703400-037,6703700-020,0.41332879662513733
6700500-003,6700500-015,1.9842209815979004
6703500-027,6703500-034,2.563492774963379
6701500-014,6701500-010,1.5659613609313965
6703600-001,6703600-013,0.6238182187080383
6703200-005,6703200-038,0.2922513782978058
6703500-005,6702100-011,1.3027644157409668
6702800-001,6702800-009,1.5080562829971313
6703100-016,6703100-015,0.7681981921195984
6701800-014,6703100-018,1.1928304433822632
6701200-012,6701200-015,1.8627322912216187
6700300-017,6700500-004,3.2885496616363525
6701500-010,6701500-012,2.094083309173584
6701600-006,6701600-002,2.304359197616577
6703200-001,6703200-040,0.46158847212791443
6700200-013,6700200-008,2.7996561527252197
6703100-034,6703100-005,0.4176594316959381
6701200-005,6701200-012,1.750057339668274
6702600-010,6701800-017,4.747832298278809
6700200-006,6700200-005,0.44050854444503784
6701900-010,6701900-008,1.5390746593475342
6702400-005,6702300-004,2.5924603939056396
6703500-033,6703500-027,1.573883056640625
6701600-010,6701600-013,1.9452977180480957
6700100-017,6700500-010,2.3473594188690186
6700200-001,6700200-011,1.5896955728530884
6700200-020,6700200-024,0.8601691722869873
6703500-026,6703500-024,2.4757115840911865
6700500-002,6700500-005,2.5275824069976807
6700500-021,6700500-018,3.0797438621520996
6700800-015,6700800-003,1.5077955722808838
6703700-006,6703200-038,0.7254340052604675
6703600-014,6703700-034,0.9593654274940491
6702500-005,6702500-003,4.543755531311035
6703400-020,6703400-030,0.6976522207260132
6703500-037,6703500-038,0.837087094783783
6703200-016,6703200-038,0.7347656488418579
6702800-012,6702800-009,3.885955810546875
6701500-002,6701600-003,1.3608782291412354
6702100-001,6701900-005,1.9201585054397583
6700800-010,6700800-009,1.1623116731643677
6702900-009,6702900-005,2.193902015686035
6703500-030,6703500-035,2.640007257461548
6701000-009,6701900-013,2.901737689971924
6700500-009,6700500-021,2.2106268405914307
6703700-027,6703700-025,0.7272547483444214
6700800-003,6700800-006,1.7377479076385498
6700700-018,6701200-021,2.2667930126190186
6702400-007,6702500-009,10.52511978149414
6701600-007,6701300-005,1.98234224319458
6701900-005,6702000-006,2.783820390701294
6703400-040,6703400-022,0.6925140023231506
6703400-024,6703400-014,0.9034555554389954
6701300-006,6701300-005,2.0403153896331787
6702100-007,6702000-004,3.02370285987854
6701300-009,6701300-010,2.0557291507720947
6700100-016,6700100-010,2.086613655090332
6701700-005,6701700-004,3.435880422592163
6702000-011,6702000-001,2.1197855472564697
6703200-009,6703200-011,0.41602790355682373
6701300-001,6701300-011,1.9981811046600342
6703700-024,6703400-041,0.8240876793861389
6700300-001,6700300-005,1.9222242832183838
6703000-002,6702600-008,5.159703731536865
6700300-020,6700300-018,1.51210355758667
6700100-004,6700100-013,0.8527212142944336
6701700-004,6701300-003,2.8041398525238037
6700100-023,6700100-026,1.235041856765747
6700100-009,6700600-016,2.8768062591552734
6702700-004,6703200-006,0.9835689067840576
6700300-013,6700300-015,1.678514003753662
6703200-039,6703200-011,0.7246875166893005
6702100-007,6702100-006,1.2374588251113892
6703200-038,6703200-015,0.4810079038143158
6703500-002,6703500-006,1.7646070718765259
6700400-010,6700600-016,3.4297704696655273
6703600-011,6703600-006,1.2667535543441772
6701400-003,6702100-016,2.3318755626678467
6703300-014,6703300-029,1.4386743307113647
6700300-008,6700300-021,3.4014408588409424
6700600-010,6700600-014,5.894163608551025
6702700-003,6702700-004,1.885644555091858
6702700-006,6702700-009,2.786918878555298
6701300-003,6701700-004,2.8041398525238037
6703300-026,6703300-039,0.4592065215110779
6703200-024,6703200-009,0.46925032138824463
6701100-006,6701100-002,1.8104623556137085
6703500-048,6703500-014,1.6065994501113892
6701400-006,6701400-001,1.8329917192459106
6703700-009,6703200-015,0.5152254104614258
6702700-013,6703300-023,1.5674322843551636
6700700-008,6700700-017,2.4210565090179443
6701100-002,6701100-004,2.712728261947632
6700700-001,6700700-014,1.9081063270568848
6703500-036,6703500-017,3.6995203495025635
6701800-007,6701800-002,1.9696810245513916
6700200-004,6700200-001,1.7367115020751953
6703500-010,6703500-001,2.305692195892334
6700200-007,6700200-006,0.29376932978630066
6703300-018,6702700-015,3.2912604808807373
6703100-002,6703100-014,0.8555312752723694
6703700-026,6703700-004,0.6627098321914673
6703500-022,6703500-011,2.470554828643799
6702100-010,6702100-007,2.256535530090332
6703600-015,6703500-017,1.8393064737319946
6702100-013,6702100-012,1.3349575996398926
6703500-024,6703500-020,2.0085256099700928
6703700-018,6703700-005,0.31439492106437683
6700900-012,6700400-013,5.938189506530762
6703400-039,6703400-001,0.3845635652542114
6701500-008,6701500-021,4.818603038787842
6701900-013,6701900-011,2.146347761154175
6703400-016,6703400-017,0.5201888680458069
6701200-012,6701600-001,1.4414936304092407
6702300-010,6701100-008,3.0478789806365967
6703700-011,6703700-002,0.49086374044418335
6700500-012,6700500-011,2.2710986137390137
6702300-001,6702300-003,2.47117018699646
6700700-021,6701200-011,2.431809663772583
6700700-019,6700700-017,1.0492615699768066
6702300-004,6702300-008,4.800606727600098
6703500-051,6703500-015,0.9644105434417725
6700500-005,6700500-008,2.8980815410614014
6700500-007,6700500-017,1.6900415420532227
6700800-001,6700800-002,1.2464996576309204
