from,to,distance
6700800-008,6700800-001,2.2196855545043945
6702800-009,6702800-005,0.8406700491905212
6701200-021,6701200-007,1.2827906608581543
6703100-008,6703100-003,2.5637869834899902
6703700-006,6703700-004,0.6796490550041199
6700700-011,6700700-014,1.5050843954086304
6703700-014,6703200-021,0.65163254737854
6700800-004,6700800-003,0.6875099539756775
6701100-005,6701100-001,2.176126718521118
6702800-005,6702800-007,1.1623870134353638
6701100-004,6701100-005,1.4005672931671143
6700700-007,6700700-016,1.287418246269226
6701200-006,6701200-005,1.8601020574569702
6701200-018,6701500-013,2.577650308609009
6703500-001,6702100-010,1.9512519836425781
6702800-016,6703100-013,1.922843337059021
6703100-038,6703100-003,0.9459440112113953
6701000-013,6701100-007,3.378183603286743
6703200-023,6703400-008,0.7403210401535034
6701200-009,6701200-010,1.549108624458313
6700600-016,6700500-013,2.9862213134765625
6702500-009,6702300-005,12.074989318847656
6703500-019,6703500-035,2.770038366317749
6703700-013,6703700-020,0.5417064428329468
6700200-010,6700200-003,2.8547353744506836
6701600-002,6701600-001,1.0709360837936401
6701900-011,6701900-001,1.3716899156570435
6703200-032,6703200-033,1.3425270318984985
6701200-004,6701200-016,1.3873542547225952
6701500-018,6701500-021,3.3736836910247803
6701600-014,6701600-011,2.479684829711914
6702800-005,6702800-020,1.3616095781326294
6701900-007,6701900-003,1.6686334609985352
6703700-008,6703700-026,0.4358803331851959
6703400-010,6703400-009,0.21548953652381897
6700200-024,6700200-022,2.146550416946411
6702400-001,6702300-003,3.5022175312042236
6702800-020,6702800-005,1.3616095781326294
6700100-002,6700100-005,0.6231295466423035
6703500-007,6703500-038,0.8959603309631348
6701600-004,6701200-008,2.0771219730377197
6700300-011,6700300-007,3.2084691524505615
6701900-018,6701900-017,1.7590086460113525
6702300-007,6702300-005,3.6648495197296143
6703700-035,6703700-021,0.4656497836112976
6700800-011,6700800-002,2.5796191692352295
6703300-035,6703300-005,0.6818117499351501
6703700-038,6703700-026,0.23286598920822144
6701200-010,6701600-004,2.24727463722229
6703200-029,6703200-004,0.532427191734314
6700600-008,6700600-006,2.7541327476501465
6702500-001,6702500-002,1.875061273574829
6703100-010,6703100-038,1.4612170457839966
6700800-007,6700800-004,2.584495782852173
6700900-011,6700900-002,3.2473556995391846
6702500-004,6702500-007,4.063268661499023
6703400-010,6703400-022,0.42836859822273254
6703400-029,6703400-035,0.6017282009124756
6702400-001,6702400-006,5.6285176277160645
6702600-004,6702600-003,2.341886281967163
6702800-020,6702800-018,0.9433948397636414
6703700-023,6703700-024,0.24369345605373383
6703700-026,6703700-029,0.4797555208206177
6700800-002,6700800-010,1.7478474378585815
6700900-006,6700900-008,1.9446536302566528
6703100-037,6703100-033,1.1963205337524414
6703200-017,6703200-007,0.8183771967887878
6702300-007,6702500-001,5.9539408683776855
6703500-041,6703500-049,0.8185481429100037
6703400-023,6703500-039,1.1294530630111694
6703500-038,6703400-023,1.0911815166473389
6701500-003,6701200-014,1.7260372638702393
6700100-013,6700100-005,0.6923889517784119
6702500-001,6702600-006,5.9442219734191895
6701600-017,6701600-012,3.1996710300445557
6700100-015,6700100-014,0.7637873291969299
6700300-021,6700300-011,3.8621060848236084
6701900-006,6702100-001,2.1105575561523438
6703600-001,6703500-036,3.1418652534484863
6701400-004,6701400-006,2.490865707397461
6700700-029,6700700-006,1.572759747505188
6701600-013,6701600-014,1.187902808189392
6703300-004,6703300-008,0.5231078863143921
6703300-023,6703300-021,1.748653769493103
6700900-003,6701000-004,2.3977761268615723
6701900-021,6701900-018,2.43733286857605
6703200-040,6703200-004,0.48394933342933655
6700300-017,6700300-013,2.9019992351531982
6702000-003,6702000-002,1.1815308332443237
6700400-006,6700100-006,1.7290154695510864
6703300-016,6703300-018,1.7239816188812256
6700100-001,6700100-008,0.4560767114162445
6702100-004,6702100-001,2.418329954147339
6700400-004,6700400-003,0.886033296585083
6700700-014,6700700-004,1.5925250053405762
6703500-023,6701400-010,2.634894371032715
6703600-008,6703600-001,1.4645400047302246
6700600-014,6700600-012,5.56516170501709
6700700-017,6700700-009,1.9423168897628784
6701700-002,6701700-012,5.729384899139404
6700100-015,6700100-027,1.4634138345718384
6700300-021,6700300-024,2.457735300064087
6703400-037,6703700-005,0.560761034488678
6703200-038,6703700-007,0.5615991950035095
6702600-010,6702600-009,2.7396485805511475
6700700-009,6700700-010,1.8501380681991577
6703300-004,6703300-021,1.1403720378875732
6700700-012,6700700-015,1.479836344718933
6702200-003,6701100-003,2.1609957218170166
6700700-002,6700700-007,1.2229037284851074
6703300-038,6703300-019,1.0650749206542969
6700700-021,6700700-020,1.9749583005905151
6700700-005,6700700-012,1.9841543436050415
6700700-024,6700700-025,1.421921968460083
6701000-009,6701000-007,1.7284963130950928
6701800-018,6701800-003,2.795546293258667
6703000-003,6703000-006,3.192963123321533
6703500-037,6703500-010,1.5897396802902222
6701200-021,6700700-020,1.6159013509750366
6703500-040,6703500-015,1.5862959623336792
6703700-034,6703600-015,0.5806499123573303
6702100-014,6701400-002,1.6177690029144287
6703100-004,6703100-003,1.3687227964401245
6702900-012,6703000-003,3.067566156387329
6703100-007,6703100-008,0.9703262448310852
6701000-004,6701000-013,3.4296040534973145
6700500-021,6700500-003,2.991056442260742
6700300-016,6700500-006,2.9638633728027344
6700500-020,6700500-007,3.1366827487945557
6701500-009,6701500-014,2.7936861515045166
6700700-004,6700700-029,1.5889790058135986
6703400-001,6703400-002,0.37420156598091125
6700400-007,6700400-004,1.5652698278427124
6700400-010,6700400-009,1.3549591302871704
6703400-013,6703400-012,0.2035405933856964
6700500-006,6700500-001,2.1584503650665283
6703100-034,6703400-001,0.6192353963851929
6701900-009,6701900-010,1.6153268814086914
6702400-007,6702400-001,1.072290301322937
6702900-002,6702800-008,1.758286476135254
6703500-032,6703500-029,2.59733510017395
6703700-010,6703700-006,0.26315414905548096
6701900-002,6701900-007,1.4508823156356812
6703400-031,6703400-002,0.1821601539850235
6703500-025,6703500-026,1.4418344497680664
6700500-001,6700500-007,1.7891733646392822
6703200-036,6703700-014,0.655971109867096
6703500-028,6703500-031,4.505500793457031
6703100-001,6703100-031,0.41545379161834717
6700700-027,6700700-026,1.3469494581222534
6702800-018,6702800-014,1.5858877897262573
6703100-017,6703100-012,0.7251964211463928
6703400-020,6703400-028,0.6048563122749329
6703500-018,6703500-023,2.5770857334136963
6702600-002,6702200-005,2.986661434173584
6700500-010,6700200-010,2.30552339553833
6700600-013,6702400-004,5.789167404174805
6701200-003,6701200-004,1.3412132263183594
6703700-003,6703300-006,0.4039434790611267
6703400-043,6703700-024,1.082409381866455
6703700-024,6703400-026,1.2550945281982422
6703700-029,6703700-032,0.349714994430542
6700800-005,6700800-013,2.2587623596191406
6701200-015,6701200-014,0.7292772531509399
6700300-020,6700300-003,2.1449930667877197
6703400-008,6703400-031,0.7369778752326965
6703100-024,6703100-028,0.8217662572860718
6701600-008,6701600-005,1.9754924774169922
6700400-003,6700900-009,1.8765339851379395
6701600-011,6701600-010,1.4961528778076172
6703400-023,6703400-016,0.6605771780014038
6703400-028,6703700-022,0.621146559715271
6700500-019,6700500-010,2.404750347137451
6701600-001,6701600-002,1.0709360837936401
6701700-005,6701700-002,5.267341613769531
6700300-005,6700300-001,1.9222242832183838
6703700-017,6703700-035,0.5814543962478638
6700200-014,6700200-018,1.702756643295288
6703400-038,6703400-031,0.5498978495597839
6700300-008,6700300-006,2.667097330093384
6701900-015,6701900-016,1.496077537536621
6703100-028,6703100-039,0.7245284914970398
6700100-011,6700100-014,1.4734493494033813
6700300-001,6700300-003,1.3344929218292236
6702000-006,6702000-005,2.72794771194458
6702600-006,6702500-005,6.100632190704346
6702400-003,6700600-013,6.281219959259033
6700300-019,6700300-020,4.3874192237854
6703200-026,6703200-003,0.4866671562194824
6703500-031,6703500-032,3.492692470550537
6703500-050,6703500-045,1.2968261241912842
6700700-008,6700700-002,0.9356837272644043
6702600-008,6702600-005,3.952822208404541
6700900-008,6700900-001,2.8839683532714844
6703500-002,6703500-004,0.9921749830245972
6700300-015,6700300-022,3.20854115486145
6702000-001,6702000-011,2.1197855472564697
6702600-001,6702600-002,1.9418941736221313
6701700-008,6701600-008,2.9423987865448
6703600-010,6703600-008,1.3706145286560059
6701300-007,6701300-002,1.4135535955429077
6703200-014,6703200-006,0.5739573240280151
6703300-029,6703300-012,1.2485381364822388
6700100-014,6700100-002,0.7426776885986328
6703600-006,6703600-010,1.4986122846603394
6702900-007,6702900-010,1.505160927772522
6700500-005,6700300-017,2.2763478755950928
6701400-005,6701400-003,2.198570728302002
6701500-012,6701500-004,1.8499152660369873
6702900-003,6702900-012,2.957695722579956
6703200-033,6702700-013,0.37862542271614075
6701100-001,6701100-006,3.1063232421875
6703700-037,6703700-003,0.5061191916465759
6701400-001,6701400-005,2.5003576278686523
6703300-017,6703300-015,1.8706014156341553
6700200-011,6700200-002,1.2249634265899658
6703700-034,6703400-043,1.0155242681503296
6703300-039,6703300-033,0.8775131702423096
6700100-024,6700100-023,2.125544548034668
6703100-018,6701800-009,1.6089211702346802
6703200-014,6703200-019,0.37924644351005554
6703200-033,6703200-032,1.3425270318984985
6700100-014,6700100-015,0.7637873291969299
6703300-032,6703300-030,1.4322385787963867
6700200-007,6700200-004,0.5478800535202026
6701700-003,6701700-009,2.92360782623291
6701600-012,6701500-001,2.4341070652008057
6703500-012,6703500-008,1.1880784034729004
6700400-001,6700400-002,0.6187335252761841
6700500-007,6700500-002,1.6115444898605347
6700700-011,6700700-003,0.7879171967506409
6701500-012,6701500-017,3.3629393577575684
6702600-003,6701800-017,4.926286697387695
6702800-021,6702800-004,0.4329102337360382
6701800-002,6701800-006,1.8398284912109375
6703400-004,6703400-005,0.7287724018096924
6703100-020,6703100-002,1.1378535032272339
6700200-002,6700200-010,2.87526798248291
6700300-018,6700300-023,2.425654172897339
6700400-013,6700400-012,2.6487817764282227
6700700-023,6700700-013,1.5498688220977783
6700700-007,6700700-005,1.0515035390853882
6703500-023,6703500-022,1.4001092910766602
6702600-007,6702600-008,3.260502576828003
6700100-021,6700200-002,1.85639226436615
6703500-016,6703500-019,2.53607439994812
6702300-004,6702300-006,4.235429286956787
6702700-009,6702700-008,1.7822986841201782
6700700-018,6700700-019,1.1322776079177856
6700800-008,6700800-003,2.2946274280548096
6702800-009,6702800-007,0.7284349203109741
6703300-012,6703300-034,0.8735502362251282
6703100-027,6703100-018,1.2963671684265137
6702800-002,6702800-004,2.4185550212860107
6702800-005,6702800-009,0.8406700491905212
6701500-019,6703500-026,2.65804386138916
6702000-005,6701900-005,2.628169059753418
6703700-008,6703700-015,0.3427087962627411
6702200-005,6701100-009,3.7965011596679688
6703400-034,6703700-017,0.6177406907081604
6701500-011,6701500-007,4.9959716796875
6703400-014,6703100-011,0.5280262231826782
6700200-017,6700200-008,2.585813522338867
6701200-018,6701500-015,2.6985507011413574
6701200-009,6701200-012,1.6248784065246582
6703100-015,6703100-021,1.4418686628341675
6703200-020,6703200-025,0.8931678533554077
6700200-010,6700200-005,3.124124526977539
6701600-002,6701600-003,1.084926724433899
6701800-012,6701800-010,1.1457806825637817
6701900-011,6701900-003,2.40148663520813
6702800-009,6702800-020,1.7336950302124023
6703200-032,6703200-035,0.5858048796653748
6701200-004,6701200-018,2.392270803451538
6703700-014,6703200-036,0.655971109867096
6701600-014,6701600-013,1.187902808189392
6703300-005,6703300-007,0.5736004710197449
6701900-007,6701900-005,2.205045700073242
6703400-010,6703400-011,0.2770072817802429
6700200-005,6700200-011,1.1383997201919556
6703100-022,6703100-037,1.2862480878829956
6700100-002,6700100-007,0.668950080871582
6703400-003,6703400-008,0.6194216012954712
6701600-004,6701200-010,2.24727463722229
6703400-022,6703400-021,0.4559714198112488
6701900-018,6701900-019,1.8395377397537231
6700500-017,6700500-019,3.7224884033203125
6703700-035,6703700-023,0.3720778226852417
6700600-015,6700600-011,4.5880208015441895
6703300-035,6703300-007,0.9126213192939758
6703400-042,6703500-041,1.1368941068649292
6701200-010,6701600-006,2.2757019996643066
6703400-033,6703400-035,0.6269120573997498
6703500-034,6703500-035,2.190065383911133
6702500-001,6702500-004,3.8966801166534424
6700700-022,6701200-021,1.805802822113037
6702800-008,6702800-010,2.521350145339966
6701000-012,6701900-017,2.0454483032226562
6700900-010,6700900-008,2.490246534347534
6703100-003,6703100-037,1.5093309879302979
6701600-013,6701600-003,2.8474886417388916
6700900-003,6700900-005,0.9624261260032654
6701000-010,6701000-006,2.1955060958862305
6700800-002,6700800-012,1.6778340339660645
6701300-010,6701300-005,2.272235870361328
6701600-006,6701300-011,1.6116154193878174
6703500-041,6703500-051,0.9356186389923096
6702300-006,6702500-007,2.346712589263916
6701500-006,6701600-016,3.4614477157592773
6700300-012,6700600-014,5.267932891845703
6702100-015,6701400-001,2.2428653240203857
6703100-030,6703100-032,0.7986434102058411
6703100-033,6703100-037,1.1963205337524414
6700900-001,6701000-004,2.9961862564086914
6701300-005,6701300-011,1.8849600553512573
6701600-017,6701600-014,3.871619701385498
6702800-008,6702900-002,1.758286476135254
6700600-005,6700300-010,3.7822458744049072
6701700-002,6701700-001,3.0813257694244385
6701800-008,6701800-001,0.6103807687759399
6703300-011,6703300-013,0.6520626544952393
6703300-030,6703300-026,0.6138427257537842
6702100-015,6702100-004,1.7579786777496338
6701600-013,6701600-016,2.4643545150756836
6701700-008,6701300-003,3.28110933303833
6701900-021,6701900-020,1.4826234579086304
6703400-002,6703400-038,0.3689461946487427
6700300-017,6700300-015,1.5778133869171143
6703300-027,6703600-009,0.8085763454437256
6702000-003,6702000-004,2.179910182952881
6703500-003,6703500-001,1.7615214586257935
6703600-012,6703600-001,1.3014845848083496
6703600-015,6703600-006,0.5391228795051575
6700700-005,6700700-001,0.8076333403587341
6702100-004,6702100-003,1.218778133392334
6703500-015,6703500-011,1.6659517288208008
6700400-004,6700400-005,3.166311740875244
6703200-035,6703200-012,0.6715672016143799
6702100-003,6702100-007,2.5339808464050293
6703600-008,6703600-003,0.684929609298706
6702700-007,6702700-004,2.026191473007202
6702900-012,6702900-008,1.913622498512268
6703300-030,6703300-039,0.4534175992012024
6703400-004,6703200-023,0.7651879191398621
6701100-010,6701100-002,2.9693498611450195
6700600-007,6700400-008,2.6963882446289062
6703000-008,6703000-002,4.889845371246338
6703000-007,6703000-006,3.6945736408233643
6703500-003,6703500-014,2.544370651245117
6702200-003,6701100-005,2.2283852100372314
6702100-010,6703500-001,1.9512519836425781
6700700-002,6700700-009,1.1764675378799438
6703600-012,6703600-014,1.0128512382507324
6700700-005,6700700-014,1.9807320833206177
6700700-024,6700700-027,1.9779865741729736
6703300-015,6703300-037,2.6140053272247314
6703000-003,6703000-008,4.792043209075928
6703100-014,6703100-013,1.5952184200286865
6701200-021,6700700-022,1.805802822113037
6703700-029,6703300-035,0.8535357117652893
6703400-013,6703400-001,0.5070244669914246
6703200-011,6703200-018,0.3643767237663269
6703200-030,6703200-031,0.28647270798683167
6701500-016,6701500-019,2.96396803855896
6701800-006,6701800-008,0.2946484386920929
6700500-020,6700500-009,1.6616517305374146
6700200-015,6700200-017,1.4604616165161133
6700400-010,6700400-011,2.1625258922576904
6702400-004,6701100-008,6.016480922698975
6703700-015,6703700-002,0.5582639575004578
6703200-015,6703200-029,0.6164980530738831
6703200-034,6703200-042,0.6779388189315796
6702800-011,6702700-018,5.217865467071533
6703400-013,6703400-014,0.33072829246520996
6701100-005,6702200-001,2.3321480751037598
6700500-006,6700500-003,3.110783338546753
6701900-009,6701900-012,1.085070252418518
6703200-003,6702700-013,0.955390214920044
6703100-006,6703100-027,1.7730704545974731
6702400-007,6702400-003,5.134624004364014
6703500-032,6703500-031,3.492692470550537
6703700-019,6703200-021,0.5532560348510742
6702800-007,6702800-002,2.228997230529785
6700800-005,6700800-002,1.99250328540802
6703500-025,6703500-028,2.686231851577759
6701400-002,6701500-016,2.5650782585144043
6703500-028,6703500-033,2.5926871299743652
6703100-001,6703100-033,1.5865962505340576
6700700-027,6700700-028,1.8982443809509277
6701800-013,6702800-016,2.4008545875549316
6703400-042,6703400-018,0.7417528629302979
6703100-017,6703100-014,0.888093113899231
6702600-002,6702200-007,3.7029716968536377
6701200-010,6701200-009,1.549108624458313
6701300-008,6701300-001,2.7835373878479004
6702300-005,6702400-006,3.4218180179595947
6703700-014,6703700-019,0.25829029083251953
6702800-014,6702800-018,1.5858877897262573
6703400-019,6703400-007,0.5592015981674194
6701200-003,6701200-006,2.4364583492279053
6703200-008,6703200-002,0.5092884302139282
6701500-020,6701500-016,2.9091100692749023
6703300-026,6703300-013,0.604611873626709
6701800-017,6702900-006,4.070374488830566
6703700-024,6703400-028,0.5448659062385559
6700800-005,6700800-015,1.362195372581482
6702800-006,6702800-019,0.74892657995224
6700600-003,6700300-006,2.7028257846832275
6701600-018,6701600-015,3.9489657878875732
6701900-008,6701900-002,2.2109296321868896
6702400-006,6702300-003,5.650645732879639
6703200-045,6703200-042,0.5268164277076721
6701600-008,6701600-007,0.8032666444778442
6701700-009,6701700-002,5.475246906280518
6703400-038,6703100-035,0.4484873414039612
6701600-011,6701600-012,1.8529164791107178
6703700-021,6703700-035,0.4656497836112976
6700100-006,6700100-009,1.5825729370117188
6703100-017,6703100-027,1.8378018140792847
6703400-028,6703700-024,0.5448659062385559
6700200-021,6700200-023,1.8489930629730225
6701600-001,6701600-004,1.2267705202102661
6703500-020,6703500-047,1.4554542303085327
6700400-009,6700600-007,1.6550143957138062
6703300-014,6703300-016,1.4768867492675781
6703700-026,6703300-005,0.5254766345024109
6700300-005,6700300-003,2.9194576740264893
6701900-015,6701900-018,1.6984251737594604
6702500-006,6702500-002,4.837142467498779
6700600-012,6700600-010,3.414902448654175
6702000-006,6702000-007,1.7561721801757812
6703400-030,6703400-034,0.49149537086486816
6703100-005,6703100-030,1.3692888021469116
6700300-019,6700300-022,3.936635971069336
6700300-003,6700300-014,2.5954251289367676
6700700-008,6700700-004,1.231947422027588
6702600-008,6702600-007,3.260502576828003
6700900-008,6700900-003,3.3313217163085938
6702900-003,6702900-001,0.914043664932251
6701700-006,6701300-012,3.1262240409851074
6703000-006,6702900-014,4.465943813323975
6701300-011,6701300-002,1.0429539680480957
6703500-043,6703500-044,0.4839223623275757
6700300-015,6700300-024,3.0504705905914307
6701900-003,6701900-021,2.3755130767822266
6702600-001,6702600-004,3.2872314453125
6701700-008,6701600-010,2.5893402099609375
6702700-010,6702700-007,2.185410976409912
6701300-007,6701300-004,3.0137879848480225
6703600-003,6703600-007,1.0514823198318481
6703300-029,6703300-014,1.4386743307113647
6700100-014,6700100-004,0.665549099445343
6702500-006,6702600-006,3.4290430545806885
6702900-007,6702900-012,1.5921947956085205
6702200-001,6702000-008,2.842813730239868
6703300-009,6703300-035,0.7888960838317871
6700100-015,6700400-006,1.413313865661621
6700600-002,6700300-009,3.352400064468384
6703200-041,6703200-003,0.6121640205383301
6702600-010,6703000-001,3.5841431617736816
6701500-005,6701500-003,2.1207728385925293
6701700-008,6701700-005,2.5542678833007812
6703300-036,6703300-030,1.5376226902008057
6700100-021,6700100-020,1.3548318147659302
6700200-011,6700200-004,0.9555759429931641
6703100-032,6703100-001,0.49373212456703186
6700100-005,6700100-012,0.7160322666168213
6700100-024,6700100-025,0.9509301781654358
6702800-016,6702900-016,2.8362302780151367
6700100-014,6700100-017,2.3319356441497803
6701800-009,6701800-011,1.576314926147461
6703200-016,6703300-022,0.9936497211456299
6703300-031,6703300-036,1.3275859355926514
6701600-012,6701500-003,2.577932119369507
6703100-027,6703100-007,1.4286177158355713
6702100-001,6702100-002,1.1283010244369507
6703500-012,6703500-010,1.4536012411117554
6700400-001,6700400-004,1.780661702156067
6700700-011,6700700-005,1.0411007404327393
6702600-003,6701800-019,4.849201202392578
6702800-021,6702800-006,0.998873770236969
6701800-002,6701800-008,2.067417621612549
6701900-009,6700700-024,1.6832112073898315
6700900-002,6700400-012,2.4403836727142334
6700100-012,6700100-028,1.518811821937561
6700200-002,6700200-012,1.5578378438949585
6701200-016,6701200-004,1.3873542547225952
6703500-023,6703500-024,1.2636332511901855
6702600-007,6702600-010,5.214939594268799
6703200-021,6703200-037,0.6051639318466187
6702700-002,6703100-015,1.5997467041015625
6700700-025,6700700-024,1.421921968460083
6701000-013,6701000-011,4.328932762145996
6703500-016,6703500-021,2.707501173019409
6702700-009,6702700-010,0.8667242527008057
6700700-018,6700700-021,2.0710856914520264
6700600-006,6700400-009,3.6588118076324463
6703300-012,6703300-036,1.8420064449310303
6703100-008,6703100-007,0.9703262448310852
6703000-002,6701800-017,2.3073906898498535
6703200-009,6703200-040,0.6603631973266602
6701200-013,6701200-012,1.4333490133285522
6701200-016,6701200-017,1.6473411321640015
6701500-011,6701500-009,2.624864339828491
6703100-022,6703100-026,0.898063063621521
6703700-001,6703700-014,0.2560083866119385
6703400-022,6703400-010,0.42836859822273254
6703100-038,6703100-007,1.897864580154419
6701500-004,6701200-015,2.0442705154418945
6703200-039,6703200-040,0.6891102194786072
6701600-002,6701600-005,1.6515944004058838
6703100-017,6701800-014,2.1535756587982178
6703400-014,6703400-011,0.7073817849159241
6702500-002,6702300-006,4.931480407714844
6703400-017,6703400-016,0.5201888680458069
6703400-041,6703700-035,0.8201051354408264
6701900-004,6701900-002,1.0958807468414307
6703100-028,6703200-044,1.2264912128448486
6703700-008,6703700-030,0.40559133887290955
6700200-005,6700200-013,2.232788562774658
6700600-001,6700500-015,2.606459617614746
6701900-006,6701900-011,1.639644742012024
6703100-036,6703500-037,0.8260597586631775
6702700-006,6702800-020,1.7422358989715576
6702200-002,6702200-006,3.486610174179077
6703100-022,6703100-039,0.6195463538169861
6702400-004,6702400-002,6.4351301193237305
6702800-020,6702800-009,1.7336950302124023
6703400-003,6703400-010,0.45877784490585327
6701900-018,6701900-021,2.43733286857605
6702300-007,6702300-009,3.9962339401245117
6703500-041,6703500-040,0.3577214479446411
6700500-017,6700500-021,2.0555853843688965
6703200-020,6703200-040,0.6240734457969666
6700600-015,6700600-013,4.415090560913086
6700800-011,6700800-006,2.421196699142456
6701000-003,6700900-004,1.2675151824951172
6702500-008,6702500-009,11.233661651611328
6703300-035,6703300-009,0.7888960838317871
6703500-033,6701500-021,2.1121931076049805
6703400-014,6703400-024,0.9034555554389954
6702900-013,6702900-007,4.0046539306640625
6702500-001,6702500-006,3.0224616527557373
6703200-012,6703200-041,0.9160769581794739
6700400-012,6700900-007,3.219876527786255
6700800-007,6700800-008,1.7059438228607178
6703500-026,6701500-018,2.8544557094573975
6702900-006,6702900-004,2.2659873962402344
6701000-012,6701900-019,2.5121264457702637
6700800-006,6700800-012,2.173269748687744
6703600-003,6703700-034,0.7196718454360962
6703700-023,6703700-028,0.6266537308692932
6700100-008,6700100-002,1.0364742279052734
6700900-003,6700900-007,2.695319652557373
6700100-027,6700100-015,1.4634138345718384
6701700-013,6701700-004,3.428534984588623
6703400-002,6703400-027,0.5498750805854797
6701300-010,6701300-007,2.919306993484497
6702900-001,6702900-010,1.5370012521743774
6703400-021,6703400-040,0.9055687785148621
6700500-012,6700100-010,2.4631927013397217
6700100-020,6700100-012,1.6388587951660156
6701600-005,6701600-006,1.8861558437347412
6701700-006,6701700-001,4.872771739959717
6702100-015,6701400-003,1.509109377861023
6702300-009,6702600-005,2.9309792518615723
6703300-034,6703300-026,0.9680933356285095
6702900-013,6703000-004,3.392650842666626
6701200-007,6701200-021,1.2827906608581543
6701600-017,6701600-016,1.6000490188598633
6703300-008,6703300-010,0.7496292591094971
6701700-002,6701700-003,2.6439709663391113
6702000-008,6701900-021,3.3065569400787354
6703400-027,6703100-035,0.6593501567840576
6702100-015,6702100-006,1.9785066843032837
6702800-010,6702900-013,3.6882383823394775
6702000-010,6702000-009,2.4062204360961914
6702000-003,6702000-006,2.7287940979003906
6702100-011,6702100-008,2.01826810836792
6703600-012,6703600-003,1.2688312530517578
6703200-042,6703200-017,0.6816906929016113
6703600-015,6703600-008,0.9529860615730286
6700700-005,6700700-003,0.8713187575340271
6700200-016,6700100-018,1.9457720518112183
6702700-014,6702700-009,2.7013192176818848
6703000-003,6702900-013,4.772547721862793
6703100-014,6703100-002,0.8555312752723694
6700400-004,6700400-007,1.5652698278427124
6703200-035,6703200-014,0.9509658217430115
6703700-034,6703600-006,1.100726842880249
6702700-007,6702700-006,1.6924775838851929
6703500-017,6703600-008,1.8751415014266968
6700700-016,6700700-017,1.670094609260559
6703300-011,6703300-028,0.8464718461036682
6702900-012,6702900-010,2.925260543823242
6700500-006,6700300-016,2.9638633728027344
6701100-010,6701100-004,2.671396493911743
6700600-007,6700400-010,3.0091772079467773
6701500-017,6701500-004,2.1339664459228516
6703200-030,6703200-020,0.6942569613456726
6703700-007,6703700-009,0.4568323791027069
6701100-003,6701100-001,2.1836352348327637
6703000-007,6703000-008,1.5556432008743286
6702100-010,6703500-003,1.2154630422592163
6700700-002,6700700-011,0.39953377842903137
6701200-014,6701500-004,2.5008366107940674
6701800-015,6701800-002,1.8679304122924805
6700100-026,6700100-018,2.3431007862091064
6703300-015,6703300-039,1.9342280626296997
6701700-012,6701700-007,3.615373134613037
6703100-014,6703100-015,1.35191011428833
6701500-021,6701500-015,2.781543493270874
6701800-011,6701800-004,1.9904850721359253
6703300-033,6703300-029,1.4333819150924683
6700100-018,6700100-019,1.1379764080047607
6700200-008,6700200-003,1.132454752922058
6703500-014,6703500-003,2.544370651245117
6702700-014,6703200-041,2.010089159011841
6701800-003,6701800-005,1.8536878824234009
6701800-006,6701800-010,1.2826536893844604
6703200-037,6703700-001,0.613877534866333
6700500-020,6700500-011,3.0426700115203857
6703200-023,6703200-030,0.8534664511680603
6702800-018,6702800-005,1.4741394519805908
6701800-018,6701800-020,3.402716636657715
6703100-017,6703100-003,1.5512502193450928
6700200-015,6700200-019,2.517669677734375
6700400-007,6700400-008,2.3008434772491455
6701300-008,6701200-011,2.296192169189453
6700400-010,6700400-013,4.525335311889648
6703200-034,6703200-044,0.8784202337265015
6700500-010,6700200-001,3.1016359329223633
6702800-011,6702800-002,4.49571418762207
6702700-013,6702700-012,1.896012783050537
6701100-005,6702200-003,2.2283852100372314
6702400-007,6702400-005,2.7403318881988525
6703500-032,6703500-033,1.860744833946228
6702800-007,6702800-004,1.408708095550537
6701800-003,6701800-018,2.795546293258667
6700800-005,6700800-004,1.7512072324752808
6703400-031,6703400-006,0.6268909573554993
6701200-015,6701200-005,1.3274141550064087
6702000-006,6701900-004,2.2413976192474365
6701100-009,6701100-007,3.9336559772491455
6702700-001,6703100-016,1.2838246822357178
6703100-024,6703100-019,0.7327502369880676
6701500-023,6703500-030,6.325020790100098
6702900-016,6701800-016,1.8236732482910156
6703500-028,6703500-035,3.091207981109619
6703100-036,6703100-029,1.7410430908203125
6701200-010,6701200-011,0.7876304388046265
6702200-006,6701800-019,3.7155985832214355
6703700-033,6703700-034,1.1115434169769287
6701500-020,6701500-018,1.7884849309921265
6703100-031,6703100-035,0.8118529319763184
6703300-007,6703300-002,0.5879327654838562
6703700-019,6703200-036,0.46689555048942566
6700100-011,6700100-005,0.7834044694900513
6702800-006,6702800-021,0.998873770236969
6701600-018,6701600-017,0.9672114253044128
6700300-019,6700300-011,3.8427586555480957
6703100-024,6703100-032,0.9450101256370544
6702400-006,6702300-005,3.4218180179595947
6701600-008,6701600-009,1.1864502429962158
6701700-009,6701700-004,2.759042978286743
6701600-011,6701600-014,2.479684829711914
6703300-002,6703300-008,0.38042163848876953
6703700-021,6703700-037,0.5398668646812439
6700100-006,6700100-011,0.5506047606468201
6700300-012,6700300-008,5.812819004058838
6700300-015,6700300-013,1.678514003753662
6703300-014,6703300-018,1.6570299863815308
6700200-014,6700200-022,2.5438520908355713
6700300-008,6700300-010,2.5598442554473877
6702800-013,6702900-017,2.252446174621582
