,SD,SV,TD,TV,S_index,T_index
1506,永康區,西勢里,永康區,北興里,266,238
1507,永康區,蔦松里,永康區,埔園里,265,240
1508,安南區,東和里,永康區,三民里,135,229
1509,永康區,蔦松里,永康區,三民里,265,229
1510,北區,振興里,北區,仁愛里,54,37
1511,仁德區,大甲里,仁德區,二行里,30,23
1512,仁德區,太子里,仁德區,土庫里,31,29
1513,永康區,建國里,仁德區,太子里,249,31
1514,安南區,安和里,安南區,安西里,124,128
1515,安南區,安慶里,安南區,安西里,126,128
1516,安南區,頂安里,安南區,安西里,154,128
1517,安南區,梅花里,安南區,安西里,136,128
1518,安南區,海東里,安南區,大安里,139,121
1519,安南區,理想里,安南區,大安里,149,121
1520,安南區,梅花里,安南區,大安里,136,121
1521,安南區,東和里,安南區,安和里,135,124
1522,安南區,頂安里,安南區,安慶里,154,126
1523,安南區,總頭里,安南區,頂安里,151,154
1524,安南區,原佃里,安南區,頂安里,111,154
1525,安南區,梅花里,安南區,頂安里,136,154
1526,安南區,東和里,安南區,安順里,135,129
1527,安南區,州南里,安南區,安順里,131,129
1528,安南區,原佃里,安南區,總頭里,111,151
1529,安南區,長安里,安南區,總頭里,152,151
1530,安南區,州南里,安南區,總頭里,131,151
1531,安南區,布袋里,安南區,總頭里,132,151
1532,安南區,長安里,安南區,原佃里,152,111
1533,安南區,海東里,安南區,原佃里,139,111
1534,安南區,州南里,安南區,東和里,131,135
1535,安南區,塭南里,安南區,東和里,120,135
1536,永康區,建國里,永康區,光復里,249,234
1537,永康區,六合里,永康區,勝利里,235,236
1538,永康區,中華里,永康區,勝利里,231,236
1539,永康區,成功里,永康區,勝利里,253,236
1540,永康區,中興里,永康區,勝利里,230,236
1541,永康區,中興里,永康區,六合里,230,235
1542,安南區,公塭里,安南區,淵西里,108,143
1543,安南區,布袋里,安南區,長安里,132,152
1544,永康區,成功里,永康區,中華里,253,231
1545,永康區,中興里,永康區,成功里,230,253
1546,安南區,布袋里,安南區,州南里,132,131
1547,安南區,州北里,安南區,州南里,130,131
1548,安南區,塭南里,安南區,州南里,120,131
1549,安南區,州北里,安南區,布袋里,130,132
1550,安南區,塭南里,安南區,州北里,120,130
1551,安南區,南興里,安南區,公塭里,110,108
1552,安平區,平通里,安平區,億載里,161,157
1553,安南區,理想里,安南區,海東里,149,139
1554,安南區,梅花里,安南區,海東里,136,139
1555,安南區,梅花里,安南區,理想里,136,149
