OBJECTID,Id,Shape,date,type,WeekName
4390,11658.0,"POLYGON ((13384067.958700001 2633081.8489999995, 13384054.8211 2633080.057500001, 13384047.057999998 2633088.4178000018, 13383981.3699 2633077.0716999993, 13384003.763500001 2632992.2743999995, 13384077.513300002 2632997.3502999991, 13384069.4516 2633082.1475999989, 13384067.958700001 2633081.8489999995))",2019/10/01,噴藥,40.0
4391,,POINT EMPTY,,,
4393,11659.0,"POLYGON ((13382620.3202 2631562.056400001, 13382313.676399998 2631611.621100001, 13382306.809 2631555.1889999993, 13382263.514600001 2631563.2507999986, 13382256.6472 2631488.0080999993, 13382616.140099999 2631444.7135999985, 13382623.604600001 2631562.6536, 13382619.1259 2631562.9521999992, 13382620.3202 2631562.056400001))",2019/10/01,噴藥,40.0
4394,11657.0,"POLYGON ((13384539.9698 2630934.4107000008, 13384557.2876 2630837.3715000004, 13384544.4485 2630829.309799999, 13384545.344300002 2630805.1246000007, 13384727.180799998 2630837.072900001, 13384720.3134 2630857.3764999993, 13384718.521899998 2630935.0078999996, 13384539.9698 2630935.6050000004, 13384539.9698 2630934.4107000008))",2019/09/30,噴藥,40.0
4405,11667.0,"POLYGON ((13383698.2779 2630922.8310000002, 13383698.2779 2630922.2338000014, 13383698.576499999 2630921.6367000006, 13383709.922600001 2630955.6750000007, 13383733.8092 2630947.6132999994, 13383739.482299998 2630966.7226000018, 13383700.368 2630974.4857, 13383735.600699998 2631087.3498000018, 13383656.4764 2631106.7575999983, 13383650.2062 2631082.2738999985, 13383601.835900001 2631085.5582999997, 13383594.371399999 2631041.9653000012, 13383622.1395 2631033.306400001, 13383613.182 2630991.504900001, 13383572.873399999 2630999.5665999986, 13383569.887600001 2630982.5474000014, 13383657.372200001 2630968.5141000003, 13383650.803399999 2630934.4756999984, 13383698.2779 2630922.8310000002))",2019/10/09,戶內噴藥,41.0
4406,11668.0,"POLYGON ((13382573.8072 2626428.1004000008, 13382556.787999999 2626427.5031999983, 13382537.380199999 2626380.3271999992, 13382495.2801 2626375.8484999985, 13382494.9815 2626291.9468999989, 13382591.722199999 2626312.5491000004, 13382573.8072 2626427.5031999983, 13382573.8072 2626428.1004000008))",2019/10/17,孳清,42.0
4407,11669.0,"POLYGON ((13386887.4903 2632218.179299999, 13386875.845600002 2632157.865699999, 13386936.4577 2632139.9508000016, 13386955.865600001 2632198.1743, 13386886.594500002 2632219.6722000018, 13386887.4903 2632218.179299999))",2019/10/09,戶內噴藥,41.0
4410,11676.0,"POLYGON ((13384659.819699999 2622916.7742, 13384652.952300001 2622941.556499999, 13384646.383499999 2622943.9452, 13384602.4919 2622993.8084000014, 13384556.5103 2622971.7133000009, 13384544.865600001 2622917.9684999995, 13384570.5436 2622863.0293999985, 13384585.1741 2622856.1620000005, 13384626.0799 2622875.8684, 13384626.9756 2622886.3187999986, 13384633.5445 2622906.0251999982, 13384661.013999999 2622912.2954000011, 13384659.2225 2622917.9684999995, 13384659.819699999 2622916.7742))",2019/10/12,戶內噴藥,41.0
4411,,POINT EMPTY,,,
4412,11678.0,"POLYGON ((13390702.092799999 2641559.6647999994, 13390667.1587 2641619.3812000006, 13390605.3521 2641625.054299999, 13390588.930100001 2641603.556400001, 13390609.830899999 2641570.1152000017, 13390603.5607 2641526.5221999995, 13390648.049400002 2641523.5364000015, 13390685.372200001 2641536.6739999987, 13390702.988499999 2641559.0676000006, 13390702.092799999 2641559.6647999994))",2019/10/18,噴藥,42.0
4421,,POINT EMPTY,,,
4422,11686.0,"POLYGON ((13392471.457899999 2636164.8555000015, 13392419.803199999 2636157.3909999989, 13392430.5522 2636066.9206000008, 13392523.411200002 2636092.0014999993, 13392517.439599998 2636112.9021999985, 13392506.6906 2636110.8121000007, 13392496.538800001 2636137.9831000008, 13392472.055100001 2636164.8555000015, 13392471.457899999 2636164.8555000015))",2019/11/16,噴藥,46.0
4423,,POINT EMPTY,,,
4425,,POINT EMPTY,,,
4426,,POINT EMPTY,,,
4430,11694.0,"POLYGON ((13384909.624000002 2637187.4274000004, 13384908.728300001 2637188.6218000017, 13384909.0269 2637187.128899999, 13384909.922600001 2637186.5317, 13384917.984299999 2637168.0196, 13384905.742400002 2637130.3982999995, 13385020.099399999 2637124.7252000012, 13385018.009300001 2637232.811900001, 13384925.1503 2637243.8594999984, 13384909.624000002 2637187.4274000004))",2019/11/27,戶內噴藥,48.0
4431,,POINT EMPTY,,,
4433,,POINT EMPTY,,,
4434,,POINT EMPTY,,,
4435,,POINT EMPTY,,,
4436,11697.0,"POLYGON ((13391201.6538 2662853.4026000015, 13391202.5495 2662853.7012000009, 13391137.4586 2662842.9521999992, 13391145.8189 2662809.8095999993, 13391150.5962 2662753.3775999993, 13391208.521200001 2662759.3491999991, 13391318.697999999 2662766.5152000003, 13391311.8306 2662843.8480000012, 13391201.6538 2662853.4026000015))",2020/01/09,戶內噴藥,2.0
4438,,POINT EMPTY,,,
4440,,POINT EMPTY,,,
4441,11698.0,"POLYGON ((13384003.708700001 2643354.2212000005, 13383988.779599998 2643344.9651000015, 13383985.7938 2643313.3154000007, 13383952.3526 2643273.305399999, 13383966.386 2643256.8834000006, 13383990.5711 2643249.7173999995, 13384001.320099998 2643253.5989999995, 13384012.6662 2643233.2954000011, 13384030.581099998 2643241.3570999987, 13384041.0315 2643243.1486000009, 13384050.8847 2643255.689100001, 13384049.391800001 2643319.2870999984, 13384008.486000001 2643358.1028000005, 13384003.410100002 2643354.2212000005, 13384003.708700001 2643354.2212000005))",2020/03/13,戶內噴藥,11.0
4442,11700.0,"POLYGON ((13388777.288800001 2671355.0527999997, 13388772.212900002 2671452.092, 13388662.633200001 2671444.0302999988, 13388663.529 2671427.0111000016, 13388634.8651 2671425.2195999995, 13388639.941 2671346.3938999996, 13388777.288800001 2671354.1570999995, 13388777.288800001 2671355.0527999997))",2020/01/19,戶內噴藥,4.0
4443,,POINT EMPTY,,,
4445,,POINT EMPTY,,,
4447,11705.0,"POLYGON ((13388721.370000001 2638368.1990999989, 13388695.9905 2638305.1981999986, 13388775.114799999 2638255.0364000015, 13388816.916299999 2638326.0989999995, 13388720.175700001 2638369.0947999991, 13388721.370000001 2638368.1990999989))",2020/03/13,戶內噴藥,11.0
4448,11706.0,"POLYGON ((13388706.440900002 2637569.7903999984, 13388653.591899998 2637530.079, 13388683.151500002 2637494.8462999985, 13388732.118999999 2637537.8420999981, 13388705.8437 2637570.9847000018, 13388706.440900002 2637569.7903999984))",2020/03/13,戶內噴藥,11.0
4449,11708.0,"POLYGON ((13382600.2333 2630330.9710000008, 13382581.7212 2630269.7615999989, 13382644.423500001 2630246.7707999982, 13382662.935600001 2630315.4446999989, 13382599.934700001 2630332.4639, 13382600.2333 2630330.9710000008))",2020/02/02,戶內噴藥,6.0
4452,,POINT EMPTY,,,
4459,,POINT EMPTY,,,
4462,,POINT EMPTY,,,
4465,,POINT EMPTY,,,
4481,,POINT EMPTY,,,
4484,,POINT EMPTY,,,
4490,,POINT EMPTY,,,
4491,,POINT EMPTY,,,
4493,,POINT EMPTY,,,
4495,11736.0,"POLYGON ((13392046.7982 2627825.8339999989, 13392046.499699999 2627826.7298000008, 13392045.9025 2627826.4312000014, 13391998.1294 2627844.3460999988, 13392046.7982 2627825.8339999989))",2020/05/19,孳清,21.0
4497,,POINT EMPTY,,,
4509,,POINT EMPTY,,,
4510,,POINT EMPTY,,,
4511,11768.0,"POLYGON ((13375339.756700002 2654379.6468, 13375340.055300001 2654379.6468, 13375320.348900001 2654248.8678000011, 13375518.906 2654207.3649000004, 13375521.891800001 2654391.2914999984, 13375439.7817 2654396.9644999988, 13375339.756700002 2654379.6468))",2020/07/29,戶內噴藥,31.0
4514,,POINT EMPTY,,,
4531,,POINT EMPTY,,,
4532,,POINT EMPTY,,,
4533,,POINT EMPTY,,,
4534,,POINT EMPTY,,,
4541,,POINT EMPTY,,,
4542,,POINT EMPTY,,,
4545,,POINT EMPTY,,,
4546,,POINT EMPTY,,,
4554,,POINT EMPTY,,,
4557,,POINT EMPTY,,,
4560,,POINT EMPTY,,,
4573,11810.0,"POLYGON ((13382381.516199999 2627949.8673, 13382277.6096 2627934.6396999992, 13382284.7755 2627879.1033999994, 13382278.5053 2627759.9690999985, 13382309.5579 2627725.035, 13382433.4694 2627734.8882, 13382511.996599998 2627750.1158999987, 13382471.090799998 2627949.5687999986, 13382381.516199999 2627949.8673))",2021/06/30,孳清,27.0
4574,14090.0,"POLYGON ((13376604.5125 2630883.7522, 13376387.4432 2630878.377700001, 13376340.402600002 2630675.9437000006, 13376528.509300001 2630685.498300001, 13376682.5777 2630687.2897999994, 13376734.829599999 2630747.6033999994, 13376741.398400001 2630812.992899999, 13376604.5125 2630883.7522))",2020/11/13,孳清,46.0
4575,14091.0,"POLYGON ((13372889.228100002 2648216.2723999992, 13372814.2839 2648152.0771999992, 13372849.815200001 2648089.375, 13372924.1622 2648083.1046999991, 13372973.428199999 2648126.9963000007, 13372959.096299998 2648193.5801, 13372889.228100002 2648216.2723999992))",2020/10/29,孳清,44.0
4576,11847.0,"POLYGON ((13398296.5269 2674431.3817999996, 13398297.3937 2674432.5375999995, 13398299.2141 2674432.2776000015, 13398314.143199999 2674435.561999999, 13398336.536899999 2674456.1640999988, 13398344.8972 2674475.8704999983, 13398344.0015 2674497.0698999986, 13398336.536899999 2674516.4776999988, 13398322.5035 2674531.7054000013, 13398308.1716 2674539.1700000018, 13398289.958099999 2674541.558600001, 13398257.114100002 2674526.9281000011, 13398245.767900001 2674498.8614000008, 13398244.872200001 2674474.3775999993, 13398259.8013 2674446.9081000015, 13398296.5269 2674431.3817999996), (13398296.5269 2674431.680399999, 13398297.1241 2674432.5760999992, 13398297.3853 2674432.5388000011, 13398296.5269 2674431.680399999))",2022/08/02,孳清,32.0
4577,11852.0,"POLYGON ((13382353.475499999 2639355.5392000005, 13382361.2386 2639214.0113000013, 13382487.538800001 2639211.0254999995, 13382489.628899999 2639285.9695999995, 13382463.055100001 2639382.7102000006, 13382353.475499999 2639355.5392000005))",2022/10/07,噴藥,41.0
4578,11855.0,"POLYGON ((13389687.582899999 2628271.5419000015, 13389621.5962 2628276.0205999985, 13389612.9373 2628252.1339999996, 13389596.813900001 2628246.4609999992, 13389555.012400001 2628240.1908, 13389551.4294 2628194.2091000006, 13389682.2084 2628179.2800000012, 13389688.18 2628271.5419000015, 13389687.582899999 2628271.5419000015))",2022/10/29,戶內噴藥,44.0
4579,11856.0,"POLYGON ((13393509.3134 2668525.0859999992, 13393401.2267 2668474.9241999984, 13393405.705400001 2668468.6539999992, 13393410.482700001 2668465.0709999986, 13393453.7771 2668452.8291999996, 13393477.0665 2668448.0518999994, 13393505.7304 2668438.7958000004, 13393539.768800002 2668461.7866000012, 13393510.5077 2668525.0859999992, 13393509.3134 2668525.0859999992))",2022/10/29,戶內噴藥,44.0
4582,11859.0,"POLYGON ((13391032.549600001 2647439.3071999997, 13391024.4879 2647366.4532000013, 13391072.261 2647363.7659000009, 13391069.872299999 2647438.7100999989, 13391031.6538 2647440.5014999993, 13391032.549600001 2647439.3071999997))",2022/12/14,戶內噴藥,51.0
4583,11858.0,"POLYGON ((13391289.789 2641891.0670999996, 13391290.0876 2641891.0670999996, 13391297.2535 2641829.2606000006, 13391353.9841 2641805.0755000003, 13391392.2027 2641830.4549999982, 13391413.999200001 2641871.9578999989, 13391414.297699999 2641899.128899999, 13391289.789 2641891.0670999996))",2022/12/14,戶內噴藥,51.0
4584,,POINT EMPTY,,,
4586,11860.0,"POLYGON ((13383841.390500002 2628025.8770999983, 13383691.203699999 2628024.6827000007, 13383692.0995 2627993.033, 13383695.980999999 2627986.7628000006, 13383696.279599998 2627942.5727000013, 13383697.473900001 2627936.003800001, 13383697.1754 2627926.7478, 13383695.6824 2627920.1790000014, 13383853.3338 2627920.4776000008, 13383851.8409 2627944.9613000005, 13383855.4239 2627955.4116999991, 13383844.376400001 2627996.9146, 13383841.390500002 2628009.4549999982, 13383843.182 2628014.2324, 13383844.973499998 2628021.9954999983, 13383842.2863 2628025.8770999983, 13383841.390500002 2628025.8770999983))",2023/02/01,戶內噴藥,5.0
4593,,POINT EMPTY,,,
4594,,POINT EMPTY,,,
4597,11863.0,"POLYGON ((13388393.8409 2621743.0562999994, 13388333.2287 2621756.1939000003, 13388277.0953 2621732.9045, 13388272.9151 2621684.5342000015, 13388317.105300002 2621673.7852, 13388340.394699998 2621675.5766999982, 13388344.873399999 2621651.3915, 13388386.973499998 2621663.0362000018, 13388389.0636 2621688.7142999992, 13388400.1111 2621693.4915999994, 13388401.305399999 2621742.4591000006, 13388393.243700001 2621743.3548000008, 13388393.8409 2621743.0562999994))",2023/02/22,戶內噴藥,8.0
4600,,POINT EMPTY,,,
4602,11865.0,"POLYGON ((13391704.3807 2636801.572900001, 13391704.9778 2636801.2743000016, 13391747.0779 2636704.5337000005, 13391792.4624 2636656.7606000006, 13391820.5291 2636660.3436000012, 13391840.5341 2636670.4954000004, 13391807.6901 2636826.9523999989, 13391742.897799999 2636816.8005999997, 13391704.3807 2636801.572900001))",2023/04/03,戶內噴藥,14.0
4603,11866.0,"POLYGON ((13381848.575 2630080.6601000018, 13381848.873599999 2629975.5592, 13381894.8552 2629982.7250999995, 13381927.4007 2629994.3698000014, 13381936.059500001 2629998.5500000007, 13381939.642499998 2629997.9527999982, 13381962.334800001 2630042.7401, 13381945.3156 2630064.2380999997, 13381938.1496 2630074.0912999995, 13381901.722600002 2630093.7976999991, 13381888.286400001 2630096.4849000014, 13381868.281399999 2630089.9160999991, 13381849.4707 2630080.3614999987, 13381848.575 2630080.6601000018))",2023/04/08,戶內噴藥,14.0
4604,11867.0,"POLYGON ((13382633.3409 2631537.8583999984, 13382626.473499998 2631430.3687999994, 13382714.853799999 2631422.0084999986, 13382731.2758 2631535.4697999991, 13382633.3409 2631537.8583999984))",2023/04/07,戶內噴藥,14.0
4605,11868.0,"POLYGON ((13392183.585700002 2648002.941300001, 13392185.9743 2647988.310800001, 13392202.993500002 2647988.310800001, 13392206.576499999 2647964.4241999984, 13392226.8801 2647966.8128999993, 13392243.899300002 2647969.2016000003, 13392251.065299999 2647930.3858999982, 13392291.672400001 2647936.9547000006, 13392284.805 2647976.6660999991, 13392291.971 2647977.561900001, 13392286.297899999 2647995.7754000016, 13392300.629900001 2647997.2683000006, 13392296.748300001 2648023.2448999994, 13392184.481400002 2648003.8370999992, 13392183.585700002 2648002.941300001))",2023/04/08,戶內噴藥,14.0
4608,11877.0,"POLYGON ((13383874.693999998 2633930.1917999983, 13383997.7099 2633722.0801, 13384034.4355 2633744.1750999987, 13383906.642299999 2633949.5995999984, 13383872.9025 2633930.1917999983, 13383874.693999998 2633930.1917999983))",2023/05/11,戶內噴藥,19.0
4612,11881.0,"POLYGON ((13384993.2042 2632114.4453999996, 13384843.614500001 2632111.4596000016, 13384844.2117 2632029.6479999982, 13384842.7412 2631999.7375999987, 13384843.338399999 2631949.2771999985, 13384895.8664 2631950.2252000012, 13384895.3514 2632004.5746, 13384995.8541 2632007.6202000007, 13384996.4886 2631953.2109999992, 13385047.844700001 2631954.1068000011, 13385046.650400002 2632115.6396999992, 13384993.2042 2632114.4453999996))",2023/05/29,孳清,22.0
4613,11882.0,"POLYGON ((13380888.5605 2641428.2316000015, 13380871.377999999 2641432.4164000005, 13380838.235399999 2641443.1653999984, 13380736.717500001 2641483.7725999989, 13380625.644900002 2641524.9769, 13380625.211 2641524.3751000017, 13380515.6314 2641543.7829000019, 13380507.2711 2641480.1849000007, 13380509.659699999 2641473.9147000015, 13380528.171799999 2641472.1231999993, 13380540.712299999 2641404.3451000005, 13380575.6464 2641366.4250999987, 13380849.446199998 2641331.7896, 13380888.5605 2641428.2316000015))",2023/06/24,戶內噴藥,25.0
4616,11884.0,"POLYGON ((13384503.015500002 2632538.253800001, 13384503.015500002 2632561.2446999997, 13384383.8812 2632568.7091999985, 13384389.852899998 2632644.5491000004, 13384357.0088 2632648.7292000018, 13384354.022999998 2632553.7800999992, 13384319.0889 2632554.0786999986, 13384327.150600001 2632611.4065000005, 13384308.339899998 2632616.7809000015, 13384303.562600002 2632557.0645000003, 13384302.368299998 2632569.6050000004, 13384245.3391 2632569.6050000004, 13384253.4008 2632664.2555, 13384216.376600001 2632666.0469999984, 13384216.0781 2632574.0837000012, 13384223.841200002 2632561.5432000011, 13384231.3057 2632552.8843999989, 13384324.463399999 2632547.2113000005, 13384503.015500002 2632538.253800001))",2023/05/19,孳清,20.0
4617,11885.0,"POLYGON ((13384424.439599998 2632534.6163000017, 13384308.2912 2632545.0665999986, 13384297.840799998 2632544.4695000015, 13384313.068500001 2632447.1317000017, 13384331.5806 2632449.2217999995, 13384330.3862 2632523.8673, 13384356.3629 2632517.8957, 13384345.016800001 2632419.9607000016, 13384375.7707 2632416.9749, 13384391.296999998 2632511.6253999993, 13384421.7524 2632508.0425000004, 13384424.439599998 2632534.6163000017))",2023/05/19,孳清,20.0
4619,,POINT EMPTY,,,
4620,11886.0,"POLYGON ((13384042.7863 2632361.0260000005, 13383910.2159 2632369.0876999982, 13383909.021499999 2632356.5472999997, 13383866.324299999 2632358.9360000007, 13383865.7271 2632255.0293999985, 13383907.5286 2632249.6548999995, 13383908.125799999 2632269.0626999997, 13383926.3393 2632268.7641000003, 13383932.609499998 2632339.8266999982, 13384021.8856 2632336.5423000008, 13384021.8856 2632346.3955000006, 13384043.682100002 2632360.7274000011, 13384042.487799998 2632361.3246, 13384042.7863 2632361.0260000005))",2023/02/09,孳清,6.0
4622,11887.0,"POLYGON ((13382706.3532 2634054.3106999993, 13382710.5334 2633921.7402999997, 13382822.8002 2633926.2190000005, 13382815.634300001 2634054.3106999993, 13382706.3532 2634054.3106999993))",2023/05/31,孳清,22.0
4627,,POINT EMPTY,,,
4630,,POINT EMPTY,,,
4632,,POINT EMPTY,,,
4633,,POINT EMPTY,,,
4637,,POINT EMPTY,,,
4638,,POINT EMPTY,,,
4639,11897.0,"POLYGON ((13379456.579599999 2635170.0064999983, 13379468.5229 2635046.3935000002, 13379599.899099998 2635075.3559999987, 13379576.0125 2635197.7745999992, 13379457.774 2635170.0064999983, 13379456.579599999 2635170.0064999983))",2023/06/06,孳清,23.0
4640,,POINT EMPTY,,,
4641,,POINT EMPTY,,,
4642,11898.0,"POLYGON ((13377465.6705 2640245.1053000018, 13377472.239300001 2640117.9092999995, 13377609.2885 2640124.1796000004, 13377603.316799998 2640251.6741000004, 13377465.969 2640244.8066999987, 13377465.6705 2640245.1053000018))",2023/06/15,孳清,24.0
4644,,POINT EMPTY,,,
4649,11903.0,"POLYGON ((13383460.826499999 2627379.1129, 13383460.5279 2627360.3022000007, 13383441.7172 2627249.2296000011, 13383479.04 2627247.1396000013, 13383480.532900002 2627169.508200001, 13383479.04 2627096.3555999994, 13383669.5354 2627100.5357000008, 13383667.1468 2627383.8902000003, 13383467.1915 2627378.5342000015, 13383460.826499999 2627379.1129))",2023/06/12,孳清,24.0
4653,11905.0,"POLYGON ((13383636.829599999 2627280.2063999996, 13383637.1281 2627280.8035999984, 13383624.3864 2627293.3876000009, 13383617.519000001 2627311.6011000015, 13383617.220400002 2627329.2173999995, 13383583.980500001 2627328.8753000014, 13383557.4067 2627331.5625, 13383519.7854 2627347.3874000013, 13383514.4109 2627300.808600001, 13383510.230700001 2627263.1871999986, 13383509.9322 2627218.1013000011, 13383505.752 2627121.3607, 13383530.832899999 2627120.465, 13383530.5343 2627125.8394999988, 13383554.420899998 2627123.1521999985, 13383555.0181 2627180.7786, 13383652.654399998 2627171.2239000015, 13383651.1615 2627188.8403000012, 13383638.023899999 2627199.5892000012, 13383636.829599999 2627280.2063999996))",2023/06/13,戶內噴藥,24.0
4657,11904.0,"POLYGON ((13383131.972199999 2627341.2428000011, 13383138.8396 2627244.5022, 13383199.750300001 2627243.3079000004, 13383200.6461 2627170.4538000003, 13383279.471700002 2627171.6482000016, 13383278.277399998 2627224.1986000016, 13383343.9655 2627224.497200001, 13383337.695300002 2627350.7974000014, 13383131.972199999 2627341.84, 13383131.972199999 2627341.2428000011))",2023/06/12,孳清,24.0
4660,11908.0,"POLYGON ((13383214.496199999 2627013.0511999987, 13383220.4679 2627013.9468999989, 13383390.659699999 2627097.2512999997, 13383476.054200001 2627097.5498999991, 13383476.651299998 2627245.3480999991, 13383437.835700002 2627246.2437999994, 13383457.8407 2627359.1079000011, 13383296.6063 2627393.7434, 13383197.1785 2627402.4023, 13383188.5196 2627347.7617999986, 13383340.497900002 2627352.8376999982, 13383348.261 2627218.7743000016, 13383282.572999999 2627220.8643000014, 13383284.961599998 2627169.508200001, 13383208.226 2627168.6125000007, 13383214.496199999 2627013.0511999987))",2023/06/14,孳清,24.0
4661,11906.0,"POLYGON ((13383205.041700002 2627348.9191999994, 13383209.221900001 2627040.1851999983, 13383254.0092 2627041.3795999996, 13383350.1527 2627095.124400001, 13383342.688099999 2627351.009300001, 13383205.041700002 2627348.9191999994))",2023/06/13,戶內噴藥,24.0
4662,11909.0,"POLYGON ((13382298.515099999 2628299.9397, 13382297.619399998 2628302.0298000015, 13382291.0506 2628323.2291, 13382275.524300002 2628322.0348000005, 13382258.7223 2628343.5265999995, 13382218.1151 2628339.943599999, 13382215.8079 2628321.4376000017, 13382211.0306 2628281.1290000007, 13382195.802900001 2628279.0388999991, 13382197.2958 2628234.251600001, 13382216.1065 2628234.8488, 13382216.1065 2628209.1706999987, 13382309.2641 2628222.6068999991, 13382305.9797 2628241.4175999984, 13382294.036400001 2628239.9246999994, 13382293.1406 2628244.4034, 13382289.5577 2628264.7069999985, 13382305.3825 2628267.6928000003, 13382298.515099999 2628299.9397))",2023/06/15,孳清,24.0
4663,11910.0,"POLYGON ((13383208.4742 2627344.7175999992, 13383208.1756 2627345.0161000006, 13383199.2181 2627345.3147, 13383202.8011 2627227.3748000003, 13383342.537500001 2627228.2705000006, 13383338.3574 2627346.2104999982, 13383208.4742 2627344.7175999992))",2023/06/15,戶內噴藥,24.0
4664,,POINT EMPTY,,,
4666,11911.0,"POLYGON ((13383510.5493 2627350.5595999993, 13383404.8512 2627371.1616999991, 13383402.462499999 2627346.6779999994, 13383344.239 2627349.0665999986, 13383347.523400001 2627213.8088999987, 13383507.563499998 2627220.0791999996, 13383509.355 2627224.259300001, 13383508.757800002 2627244.5628999993, 13383511.7436 2627320.9998999983, 13383517.416700002 2627347.5736999996, 13383511.1464 2627350.261, 13383510.5493 2627350.5595999993))",2023/06/16,戶內噴藥,24.0
4667,11912.0,"POLYGON ((13383509.2128 2627219.6193000004, 13383344.992600001 2627213.9461999983, 13383345.2912 2627084.6602, 13383422.9225 2627098.0964, 13383651.636500001 2627104.9637, 13383648.0535 2627127.0588000007, 13383653.1294 2627172.1446999982, 13383554.298700001 2627175.7276999988, 13383556.0902 2627121.9829000011, 13383556.388799999 2627116.6083999984, 13383508.615600001 2627117.8027999997, 13383509.5114 2627219.6193000004, 13383509.2128 2627219.6193000004))",2023/06/16,戶內噴藥,24.0
4668,,POINT EMPTY,,,
4669,,POINT EMPTY,,,
4670,,POINT EMPTY,,,
4671,,POINT EMPTY,,,
4672,,POINT EMPTY,,,
4673,,POINT EMPTY,,,
4674,,POINT EMPTY,,,
4675,,POINT EMPTY,,,
4676,11913.0,"POLYGON ((13384042.373399999 2634597.9681999981, 13383951.6045 2634536.7588, 13383988.3301 2634482.4169000015, 13384015.500999998 2634495.5544999987, 13384024.159899998 2634494.9573, 13384031.923099998 2634498.241799999, 13384057.8997 2634517.351, 13384035.8046 2634550.7921999991, 13384065.364300001 2634568.4085999988, 13384043.2692 2634597.6695999987, 13384042.373399999 2634597.9681999981))",2023/06/18,戶內噴藥,25.0
4677,,POINT EMPTY,,,
4678,11919.0,"POLYGON ((13383336.7297 2627224.3858999982, 13383206.2493 2627219.9072000012, 13383212.519499999 2627021.9472000003, 13383345.388500001 2627091.8154000007, 13383336.7297 2627223.4901, 13383336.7297 2627224.3858999982))",2023/06/17,戶內噴藥,24.0
4679,,POINT EMPTY,,,
4680,11920.0,"POLYGON ((13383894.3338 2628032.1376000009, 13383875.224599998 2628031.8390000015, 13383876.120299999 2628010.0425000004, 13383843.276299998 2628010.0425000004, 13383843.873399999 2628024.6730000004, 13383824.465599999 2628024.374499999, 13383823.8684 2628009.1468, 13383812.223700002 2628004.9666000009, 13383811.626600001 2627971.2267999984, 13383823.8684 2627971.2267999984, 13383824.465599999 2627918.377799999, 13383859.3997 2627917.4820000008, 13383859.101100001 2627890.9081999995, 13383889.556499999 2627886.4294999987, 13383897.6182 2627886.4294999987, 13383898.2154 2627941.3685999997, 13383896.125300001 2627992.4261999987, 13383894.3338 2628031.8390000015, 13383894.3338 2628032.1376000009))",2023/06/18,戶內噴藥,25.0
4681,11921.0,"POLYGON ((13382805.3288 2629434.3669999987, 13382809.509 2629437.9499999993, 13382805.925999999 2629442.4287, 13382808.9118 2629444.817400001, 13382808.3147 2629451.9833999984, 13382799.9544 2629467.5095999986, 13382794.5799 2629468.704, 13382745.3138 2629432.2769000009, 13382829.513999999 2629337.0291999988, 13382845.3389 2629344.4937999994, 13382786.816799998 2629415.2578000017, 13382805.3288 2629434.3669999987))",2023/06/18,戶內噴藥,25.0
4682,11922.0,"POLYGON ((13378421.263500001 2638475.1972999983, 13378397.974100001 2638500.2782000005, 13378379.462000001 2638522.9705, 13378360.651299998 2638516.1031000018, 13378355.874000002 2638514.0130000003, 13378323.030000001 2638548.6484999992, 13378304.517900001 2638534.9138000011, 13378320.9399 2638511.0271999985, 13378296.4562 2638489.8279, 13378323.3286 2638455.4908999987, 13378288.0959 2638427.7228000015, 13378289.588799998 2638421.4525000006, 13378296.754700001 2638409.8077999987, 13378302.4278 2638405.9263000004, 13378338.556200001 2638435.4858999997, 13378361.5471 2638412.1964999996, 13378380.6563 2638428.0212999992, 13378397.376899999 2638447.1306000017, 13378408.4245 2638456.6851999983, 13378420.069200002 2638471.3158, 13378421.263500001 2638475.1972999983))",2023/06/18,戶內噴藥,25.0
4684,,POINT EMPTY,,,
4685,,POINT EMPTY,,,
4689,11928.0,"POLYGON ((13380894.1428 2632040.5740999989, 13380893.5456 2632041.1713000014, 13380813.525600001 2632073.7166999988, 13380752.6149 2631986.8293000013, 13380851.7441 2631945.9235999994, 13380894.1428 2632040.5740999989))",2023/06/19,戶內噴藥,25.0
4690,11930.0,"POLYGON ((13383373.3653 2628752.5489000008, 13383297.226799998 2628815.5498000011, 13383231.538800001 2628740.6057000011, 13383299.6155 2628673.4246999994, 13383373.3653 2628750.7573999986, 13383373.3653 2628752.5489000008))",2023/07/14,戶內噴藥,28.0
4692,11931.0,"POLYGON ((13383684.541299999 2627380.7025000006, 13383641.844099998 2627383.9869000018, 13383623.630600002 2627344.574000001, 13383621.8391 2627300.3839000016, 13383612.583 2627283.9618999995, 13383614.971700002 2627242.7575000003, 13383644.5313 2627243.6532999985, 13383649.7518 2627197.6471000016, 13383652.439 2627119.7172, 13383668.5625 2627121.5086999983, 13383685.283100002 2627131.3619000018, 13383684.541299999 2627380.7025000006))",2023/06/19,戶內噴藥,25.0
4694,,POINT EMPTY,,,
4696,11933.0,"POLYGON ((13375641.904399998 2633161.8328999989, 13375643.6959 2633025.3808999993, 13375780.745099999 2633032.8455, 13375785.5224 2633165.7144999988, 13375642.203000002 2633161.8328999989, 13375641.904399998 2633161.8328999989))",2023/06/20,孳清,25.0
