OBJECTID,Id,Shape,date,type,WeekName
5566,12624.0,"POLYGON ((13380987.102000002 2631395.2437000014, 13380799.5924 2631458.8416999988, 13380764.061099999 2631330.4514000006, 13380813.3272 2631318.5080999993, 13380803.772599999 2631287.4556000009, 13380843.7826 2631276.408, 13380851.545699999 2631297.9059000015, 13380955.7509 2631276.1094000004, 13380987.400600001 2631394.3480000012, 13380987.102000002 2631395.2437000014))",2023/09/01,戶內噴藥,35.0
5567,12628.0,"POLYGON ((13380606.8682 2629805.4437999986, 13380609.5555 2629809.0267999992, 13380611.9441 2629835.8992, 13380612.2427 2629974.1427000016, 13380565.0667 2629975.9342, 13380550.7348 2629972.9483999982, 13380537 2629967.2753, 13380514.9049 2629968.4697000012, 13380513.113400001 2629958.0192999989, 13380451.9041 2629955.9292000011, 13380418.164299998 2629950.5546999983, 13380415.4771 2629938.6114999987, 13380405.6239 2629933.2369999997, 13380402.9366 2629923.0852000006, 13380523.862399999 2629920.6964999996, 13380516.995000001 2629832.0176, 13380518.4879 2629816.7899000011, 13380588.9533 2629806.3396000005, 13380606.8682 2629805.4437999986))",2023/09/05,戶內噴藥,36.0
5568,12587.0,"POLYGON ((13380254.131700002 2630103.4054999985, 13380215.316 2630105.1970000006, 13380213.5246 2630189.695700001, 13380202.477000002 2630189.9943000004, 13380200.223700002 2630233.2934000008, 13380199.3279 2630258.3742999993, 13380198.894000001 2630294.4979999997, 13380135.296 2630307.9342, 13380092.8974 2630310.322900001, 13380066.6221 2630253.5923000015, 13380050.7973 2630241.9475999996, 13380056.171799999 2630069.068500001, 13380255.0275 2630068.7699000016, 13380254.430300001 2630103.1068999991, 13380254.131700002 2630103.4054999985))",2023/09/01,戶內噴藥,35.0
5571,12625.0,"POLYGON ((13384689.4969 2630499.5073000006, 13384618.733 2630488.4596999995, 13384568.272599999 2630489.3555000015, 13384571.8556 2630354.6948999986, 13384578.723000001 2630317.372200001, 13384632.467799999 2630326.9268000014, 13384632.1692 2630337.6757999994, 13384700.5445 2630339.4673000015, 13384692.4828 2630496.5214999989, 13384689.7955 2630499.8059, 13384689.4969 2630499.5073000006))",2023/09/01,戶內噴藥,35.0
5573,12626.0,"POLYGON ((13384618.7194 2630029.5705000013, 13384538.1023 2630022.4045, 13384517.745900001 2629936.7509999983, 13384499.4991 2629940.5661999993, 13384477.238200001 2629873.7833000012, 13384497.8072 2629868.2098000012, 13384485.8504 2629829.2219000012, 13384624.093899999 2629840.568, 13384621.4067 2629886.8482999988, 13384634.8429 2629888.0425999984, 13384629.767 2629990.7547999993, 13384619.018 2630030.1677, 13384618.7194 2630029.5705000013))",2023/09/01,戶內噴藥,35.0
5574,12629.0,"POLYGON ((13384391.279599998 2628044.3575000018, 13384245.2729 2627971.8020000011, 13384270.951000001 2627925.8203999996, 13384376.350499999 2627810.8663000017, 13384403.521499999 2627820.4208999984, 13384409.791700002 2627806.9847000018, 13384454.2804 2627819.8236999996, 13384484.1386 2627802.2074000016, 13384519.3713 2627802.506000001, 13384502.999400001 2627833.7648000009, 13384585.109499998 2627870.4904000014, 13384554.057 2627945.4345999993, 13384533.454799999 2627934.3869999982, 13384512.2555 2627929.3110999987, 13384496.3805 2627930.5977, 13384462.0436 2627979.8636999987, 13384391.279599998 2628043.7602999993, 13384391.279599998 2628044.3575000018))",2023/09/05,戶內噴藥,36.0
5575,12630.0,"POLYGON ((13379435.0702 2635156.7852, 13379267.565699998 2635129.0170000009, 13379279.807500001 2635045.4140000008, 13379199.1904 2635031.0821, 13379209.9393 2634969.8728, 13379155.597399998 2634958.2281000018, 13379159.7775 2634936.1330000013, 13379171.720800001 2634936.7300999984, 13379173.810899999 2634918.815200001, 13379205.7592 2634924.7868999988, 13379200.6833 2634940.313099999, 13379295.931000002 2634959.7210000008, 13379292.6466 2634983.6075000018, 13379440.1461 2635013.7643, 13379433.8759 2635038.5467000008, 13379457.1653 2635042.1295999996, 13379436.861699998 2635141.557500001, 13379435.0702 2635156.7852))",2023/08/31,戶內噴藥,35.0
5576,12592.0,"POLYGON ((13379599.1631 2634589.501699999, 13379563.0346 2634583.2314999998, 13379567.513300002 2634557.8520000018, 13379515.2667 2634548.0659000017, 13379507.204999998 2634588.9717000015, 13379461.223299999 2634575.8341000006, 13379471.076499999 2634529.5538000017, 13379422.402399998 2634522.320700001, 13379420.013799999 2634536.6526000015, 13379379.705200002 2634528.5909, 13379388.961199999 2634472.4574999996, 13379311.636 2634454.6933999993, 13379318.204799999 2634413.7875999995, 13379328.356600001 2634340.6350000016, 13379340.5984 2634273.454, 13379358.2148 2634277.6341999993, 13379354.930399999 2634291.6675000004, 13379384.191399999 2634296.7434, 13379382.101300001 2634306.5966, 13379422.1091 2634320.5463000014, 13379411.6587 2634373.6939000003, 13379457.043200001 2634380.5612999983, 13379460.327599999 2634356.9732999988, 13379481.228300001 2634363.5421999991, 13379492.873 2634332.1909999996, 13379592.897999998 2634389.817400001, 13379580.3576 2634481.4820999987, 13379618.874699999 2634486.2593999989, 13379599.1631 2634589.501699999))",2023/09/01,戶內噴藥,35.0
5577,12631.0,"POLYGON ((13379364.482700001 2634585.9858999997, 13379281.4769 2634571.3553000018, 13379285.358399998 2634551.3502999991, 13379239.6754 2634541.7956999987, 13379232.2108 2634593.7490000017, 13379170.105700001 2634580.91, 13379166.8213 2634603.3035999984, 13379139.351799998 2634597.6306000017, 13379173.688700002 2634411.315299999, 13379196.082400002 2634415.1968999989, 13379200.561099999 2634399.0733999982, 13379201.158300001 2634395.4904000014, 13379241.7654 2634195.4404000007, 13379301.1833 2634231.5687999986, 13379292.5244 2634280.8348999992, 13379322.681200001 2634288.8966000006, 13379326.562800001 2634271.2802999988, 13379337.7843 2634273.4545999989, 13379329.1254 2634320.3319999985, 13379324.9452 2634344.5170999989, 13379314.1963 2634432.8973999992, 13379309.419 2634456.7840000018, 13379349.553599998 2634464.761500001, 13379384.4877 2634475.8090000004, 13379383.890500002 2634508.0559, 13379363.587000001 2634583.5971999988, 13379364.482700001 2634585.9858999997))",2023/09/01,戶內噴藥,35.0
5579,12637.0,"POLYGON ((13385002.528700002 2632555.1585000008, 13384949.978300001 2632549.4853999987, 13384948.804000001 2632569.5216999985, 13384689.9333 2632538.7677000016, 13384692.321899999 2632519.3599000014, 13384722.7773 2632521.1514, 13384726.9575 2632497.2648000009, 13384778.6122 2632485.9186999984, 13384769.057599999 2632475.4683, 13384764.5588 2632462.2994000018, 13384768.738899998 2632448.2661000006, 13384789.0425 2632445.2802000009, 13384792.326900002 2632379.8907000013, 13384956.5471 2632382.2793999985, 13384956.8457 2632406.4646000005, 13385004.6188 2632404.0758999996, 13385002.528700002 2632555.1585000008))",2023/09/07,戶內噴藥,36.0
5580,12639.0,"POLYGON ((13379368.649999999 2628604.3687999994, 13379369.247200001 2628603.4730000012, 13379373.427299999 2628602.2787000015, 13379381.489100002 2628625.8667000011, 13379372.830200002 2628673.0425999984, 13379386.565000001 2628701.1094000004, 13379391.043699998 2628740.2236, 13379347.4507 2628767.3946, 13379312.516600002 2628792.7740999982, 13379247.127099998 2628897.875, 13379230.4065 2628894.8891999982, 13379226.8235 2628908.0267999992, 13379184.7234 2628903.249499999, 13379186.514899999 2628889.5146999992, 13379168.600000001 2628886.8275000006, 13379179.9461 2628817.2578000017, 13379193.6809 2628649.4547000006, 13379262.952 2628651.5447000004, 13379300.5733 2628644.9759000018, 13379290.421500001 2628614.5205000006, 13379318.488200001 2628602.8757999986, 13379325.057 2628618.1035000011, 13379368.649999999 2628604.3687999994))",2023/09/02,戶內噴藥,35.0
5581,12640.0,"POLYGON ((13379540.373300001 2628494.3746000007, 13379494.9888 2628505.4221, 13379502.154800002 2628534.0859999992, 13379366.001400001 2628581.8592000008, 13379297.924600001 2628553.493900001, 13379275.531 2628506.3178999983, 13379285.3842 2628492.8817000017, 13379284.1899 2628478.5496999994, 13379303.000500001 2628462.127700001, 13379317.2817 2628446.8779000007, 13379316.0874 2628425.0813999996, 13379318.476100001 2628391.3416000009, 13379330.7179 2628380.8913000003, 13379351.9173 2628369.5450999998, 13379386.8514 2628360.2890999988, 13379419.098299999 2628314.6059999987, 13379437.3118 2628325.056400001, 13379457.6153 2628352.8244999982, 13379471.648699999 2628384.7727999985, 13379476.425999999 2628396.4175000004, 13379484.189199999 2628388.6543999985, 13379493.4452 2628381.7870000005, 13379512.9038 2628383.3020000011, 13379514.396699999 2628400.6198000014, 13379533.804499999 2628399.7239999995, 13379541.567699999 2628451.6772999987, 13379541.567699999 2628494.0760000013, 13379540.373300001 2628494.3746000007))",2023/09/02,戶內噴藥,35.0
5582,12641.0,"POLYGON ((13380186.9842 2631433.3539000005, 13380187.879999999 2631433.9510999992, 13380152.050099999 2631449.7758999988, 13380127.1045 2631416.6380000003, 13380078.136999998 2631423.5053999983, 13380059.3387 2631372.6510999985, 13380043.5139 2631376.5326999985, 13380034.855 2631336.8213, 13380052.172699999 2631335.9255000018, 13380039.7832 2631301.9778000005, 13380041.873300001 2631288.8401999995, 13380033.2144 2631265.8493000008, 13380149.661400001 2631231.5124000013, 13380178.3253 2631358.1112000011, 13380172.055100001 2631359.9026999995, 13380170.860800002 2631374.5331999995, 13380174.1452 2631424.3964999989, 13380186.386999998 2631421.7091999985, 13380186.9842 2631433.3539000005))",2023/09/07,戶內噴藥,36.0
5583,12646.0,"POLYGON ((13386812.2971 2635532.4169999994, 13386803.0411 2635541.0758999996, 13386795.875100002 2635548.5405, 13386775.870099999 2635569.1426, 13386772.884300001 2635571.8299000002, 13386768.786600001 2635577.060899999, 13386746.9901 2635587.8099000007, 13386739.525600001 2635580.942499999, 13386584.5614 2635441.2060999982, 13386598.5948 2635383.5797000006, 13386767.592300002 2635428.068500001, 13386772.369600002 2635405.9734000005, 13386847.015099999 2635428.6656000018, 13386824.322900001 2635494.9508000016, 13386816.8583 2635511.9699999988, 13386826.0319 2635517.4879, 13386823.046100002 2635521.3695, 13386821.851799998 2635524.0566999987, 13386817.970199998 2635528.8339999989, 13386817.3512 2635527.9673999995, 13386815.581500001 2635530.3269999996, 13386811.7 2635533.3128000014, 13386812.2971 2635532.4169999994))",2023/08/15,戶內噴藥,33.0
5584,,POINT EMPTY,,,
5585,12648.0,"POLYGON ((13384680.578899998 2628530.0810999982, 13384659.9767 2628530.3797000013, 13384657.588100001 2628508.5832, 13384438.7555 2628507.8436999992, 13384476.974100001 2628397.9655000009, 13384424.125 2628366.3158, 13384405.0158 2628361.2399000004, 13384414.868999999 2628342.4292000011, 13384619.070999999 2628417.2170999981, 13384681.773200002 2628416.9184999987, 13384680.578899998 2628530.0810999982))",2023/09/07,戶內噴藥,36.0
5586,,POINT EMPTY,,,
5587,,POINT EMPTY,,,
5589,,POINT EMPTY,,,
5590,12664.0,"POLYGON ((13384300.0772 2629653.7892000005, 13384143.918699998 2629654.0878, 13384135.259799998 2629623.0353000015, 13384106.856400002 2629625.0863000005, 13384112.828000002 2629565.3698999994, 13384140.894699998 2629564.4741000012, 13384186.849100001 2629570.5982999988, 13384237.9067 2629529.0954000019, 13384225.0676 2629511.7776000015, 13384272.2436 2629461.6158000007, 13384297.324499998 2629455.0469999984, 13384301.206099998 2629411.1554000005, 13384315.184099998 2629399.0874999985, 13384338.0022 2629379.9899999984, 13384370.547699999 2629384.1702000014, 13384384.581 2629369.8381999992, 13384418.0222 2629375.5113000013, 13384429.9655 2629390.1418000013, 13384443.7003 2629391.0375999995, 13384478.634399999 2629396.113499999, 13384517.151500002 2629403.5780000016, 13384524.616 2629411.0425999984, 13384555.6686 2629422.3887000009, 13384589.1098 2629431.9433000013, 13384607.9205 2629434.9292000011, 13384604.891399998 2629468.6292000003, 13384594.441 2629518.4924999997, 13384492.2986 2629497.445700001, 13384459.399300002 2629491.9464999996, 13384438.852400001 2629499.8343, 13384417.951699998 2629481.3222000003, 13384391.3779 2629480.7250999995, 13384345.6948 2629466.0945000015, 13384314.4091 2629462.3981, 13384306.048799999 2629606.0161000006, 13384302.465799998 2629643.0403000005, 13384299.7786 2629653.7892000005, 13384300.0772 2629653.7892000005))",2023/09/13,戶內噴藥,37.0
5596,12665.0,"POLYGON ((13380580.200399999 2637293.1000999995, 13380414.487300001 2637334.3044000007, 13380404.037 2637305.0434000008, 13380400.1554 2637303.5505000018, 13380397.7667 2637284.7397999987, 13380368.804299999 2637286.2327000014, 13380368.5057 2637257.2701999992, 13380378.350499999 2637255.8033999987, 13380374.9016 2637219.2128, 13380435.2152 2637215.6297999993, 13380432.5279 2637178.9041999988, 13380459.2746 2637182.0275, 13380448.5257 2637104.0976000018, 13380468.530699998 2637102.6046999991, 13380465.8435 2637075.1350999996, 13380508.8393 2637064.684700001, 13380619.0161 2637083.4954000004, 13380614.835900001 2637154.8564999998, 13380596.323800001 2637222.9332999997, 13380580.200399999 2637293.1000999995))",2023/08/26,戶內噴藥,34.0
5597,12666.0,"POLYGON ((13380408.8143 2637337.2901999988, 13380251.1629 2637378.1959999986, 13380169.0528 2637311.3136, 13380224.2905 2637253.6871999986, 13380229.0678 2637219.9475000016, 13380239.816799998 2637212.1843000017, 13380287.291299999 2637182.9233000018, 13380278.035300002 2637124.1026000008, 13380351.486499999 2637079.315299999, 13380385.2179 2637058.7391999997, 13380393.586599998 2637091.2584999986, 13380399.558200002 2637176.6530000009, 13380428.810899999 2637176.0819999985, 13380431.498100001 2637211.0161000006, 13380371.184500001 2637216.9877999984, 13380372.0803 2637250.4290000014, 13380361.0411 2637251.2985999994, 13380363.1312 2637291.308600001, 13380394.482299998 2637289.5170999989, 13380410.3072 2637333.4087000005, 13380408.8143 2637337.2901999988))",2023/09/05,戶內噴藥,36.0
5598,12667.0,"POLYGON ((13394987.184099998 2627594.3282000013, 13394894.325100001 2627642.9970999993, 13394835.803 2627662.4048999995, 13394785.939800002 2627522.6684999987, 13394907.924600001 2627483.2509000003, 13394881.0522 2627368.2967999987, 13394853.284000002 2627235.7263999991, 13394784.013 2627251.5511999987, 13394768.486699998 2627186.7589000016, 13394904.043000001 2627150.9290000014, 13394964.6552 2627365.0124000013, 13395003.7694 2627355.1592000015, 13395007.4877 2627369.4957999997, 13394997.7978 2627486.2368, 13394987.184099998 2627594.3282000013))",2023/09/06,戶內噴藥,36.0
5599,12632.0,"POLYGON ((13383589.4379 2629658.8920000009, 13383559.5797 2629650.8302000016, 13383563.1626 2629636.1997000016, 13383529.7214 2629626.3465000018, 13383477.4696 2629637.9912, 13383470.303599998 2629609.3273000009, 13383428.203499999 2629556.4783000015, 13383469.407900002 2629521.5441999994, 13383431.4879 2629479.1455000006, 13383515.688099999 2629410.4716, 13383547.0392 2629441.5242, 13383579.797699999 2629476.9838000014, 13383592.338100001 2629466.5333999991, 13383659.2205 2629541.7760999985, 13383654.182999998 2629547.4829999991, 13383649.704300001 2629552.2602999993, 13383645.2256 2629556.7391000018, 13383638.6567 2629559.4263000004, 13383627.9078 2629549.2745000012, 13383621.936099999 2629540.9142000005, 13383617.457400002 2629553.7531999983, 13383605.8127 2629590.7773999982, 13383600.4382 2629613.7683000006, 13383589.0537 2629658.5216999985, 13383589.4379 2629658.8920000009))",2023/09/13,戶內噴藥,37.0
5600,,POINT EMPTY,,,
5601,12668.0,"POLYGON ((13383637.1444 2632719.7309999987, 13383640.428800002 2632761.5324999988, 13383643.116099998 2632793.1821999997, 13383525.4747 2632806.3198000006, 13383527.728 2632832.8889000006, 13383490.1067 2632833.7846999988, 13383486.2251 2632786.3101000004, 13383463.831500001 2632790.7888000011, 13383462.338599999 2632768.9923, 13383432.480300002 2632774.6653999984, 13383409.7881 2632743.3143000007, 13383607.449499998 2632585.6629000008, 13383645.369399998 2632708.3801999986, 13383637.1444 2632719.7309999987))",2023/09/16,戶內噴藥,37.0
5602,,POINT EMPTY,,,
5603,12649.0,"POLYGON ((13379702.9701 2627881.8084000014, 13379700.282900002 2627881.2113000005, 13379664.751600001 2627885.0927999988, 13379626.234499998 2627883.8984999992, 13379636.9835 2627922.7142000012, 13379604.7366 2627939.7333999984, 13379604.7366 2627953.4681, 13379515.759100001 2627955.8568000011, 13379521.4322 2627979.1462000012, 13379500.531399999 2627985.1178000011, 13379479.6307 2627862.9976999983, 13379471.835 2627803.5077, 13379492.4371 2627802.0146999992, 13379490.081 2627786.2621, 13379580.2529 2627780.2905, 13379577.8642 2627772.8258999996, 13379624.7416 2627770.1387000009, 13379626.234499998 2627785.0678000003, 13379639.969300002 2627785.0678000003, 13379641.4622 2627814.3288999982, 13379698.4914 2627805.6700000018, 13379702.9701 2627881.8084000014))",2023/09/06,戶內噴藥,36.0
5604,,POINT EMPTY,,,
5605,12647.0,"POLYGON ((13379233.702100001 2629160.7690999992, 13379237.5836 2629121.9534000009, 13379228.626200002 2629073.2844999991, 13379338.2058 2629062.8341000006, 13379338.5044 2629082.5405, 13379346.267499998 2629154.7974000014, 13379474.9564 2629144.0485000014, 13379489.288400002 2629330.0650999993, 13379278.4894 2629343.7998999991, 13379272.2192 2629193.9116999991, 13379238.180799998 2629187.3429000005, 13379241.763799999 2629164.9492000006, 13379233.104899999 2629161.0676000006, 13379233.702100001 2629160.7690999992))",2023/09/06,戶內噴藥,36.0
5606,12656.0,"POLYGON ((13382481.0357 2633563.3731999993, 13382240.9756 2633597.1130000018, 13382235.8997 2633487.8319000006, 13382395.3426 2633478.2773, 13382391.759599999 2633431.9970000014, 13382447.295899998 2633434.0870999992, 13382482.5286 2633562.7760000005, 13382481.0357 2633563.3731999993))",2023/09/09,孳清,36.0
5607,12643.0,"POLYGON ((13379949.586599998 2634994.1801000014, 13379738.7876 2634946.7056000009, 13379779.0962 2634749.9398999996, 13379825.0779 2634746.6554999985, 13379864.490699999 2634525.7047999986, 13380006.317200001 2634593.1843000017, 13379931.373100001 2634965.2177000009, 13379954.662500001 2634967.9048999995, 13379949.586599998 2634993.5830000006, 13379949.586599998 2634994.1801000014))",2023/08/31,戶內噴藥,35.0
5608,,POINT EMPTY,,,
5609,12660.0,"POLYGON ((13379152.3952 2634504.5483999997, 13379014.450199999 2634484.842, 13379082.5269 2634180.2881999984, 13379144.632 2634196.7102000006, 13379158.366799999 2634153.4158000015, 13379221.068999998 2634169.5392000005, 13379217.1875 2634193.4257999994, 13379238.685400002 2634197.0088, 13379192.4052 2634412.2864999995, 13379170.3101 2634407.5091999993, 13379152.9923 2634501.5626000017, 13379152.3952 2634504.5483999997))",2023/09/07,戶內噴藥,36.0
5610,12678.0,"POLYGON ((13384224.2733 2632805.3506000005, 13384078.266600002 2632802.0661999993, 13384062.601100001 2632640.4065000005, 13384010.0506 2632645.1838000007, 13384010.647799999 2632610.5483000018, 13383958.3959 2632615.0269999988, 13383956.0073 2632575.3156000003, 13384059.0181 2632569.0454000011, 13384053.782900002 2632433.3172000013, 13384101.854600001 2632429.7342000008, 13384103.944699999 2632445.5590999983, 13384120.6653 2632443.4690000005, 13384122.1582 2632465.2655000016, 13384134.698600002 2632461.682500001, 13384138.580200002 2632492.4365000017, 13384155.0022 2632489.1521000005, 13384160.0781 2632582.9069, 13384211.135699999 2632578.1295999996, 13384214.7187 2632651.8792999983, 13384192.0264 2632655.4622999988, 13384191.429200001 2632698.1596000008, 13384202.178199999 2632697.8610000014, 13384202.476799998 2632717.8660000004, 13384223.079 2632716.9703, 13384224.2733 2632804.7534000017, 13384224.2733 2632805.3506000005))",2023/07/29,戶內噴藥,30.0
5612,12593.0,"POLYGON ((13384150.176600002 2630416.0375000015, 13384152.565299999 2630390.658, 13384161.3666 2630245.6094999984, 13384263.4817 2630256.0599000007, 13384261.391600002 2630405.6495000012, 13384308.723700002 2630407.9758, 13384318.875500001 2630502.6262999997, 13384225.7179 2630494.2659999989, 13384146.593600001 2630513.0766999982, 13384148.3851 2630480.8297999986, 13384150.176600002 2630416.0375000015))",2023/09/09,戶內噴藥,36.0
5614,12674.0,"POLYGON ((13384821.7443 2632871.9688999988, 13384776.956999999 2632872.2674999982, 13384779.556899998 2632796.3649999984, 13384566.3693 2632776.9571, 13384573.697500002 2632751.2205, 13384578.773400001 2632711.8077000007, 13384611.617400002 2632708.8218999989, 13384611.0202 2632687.9211000018, 13384662.376400001 2632687.9211000018, 13384660.2863 2632710.9118999988, 13384771.956 2632718.6750999987, 13384772.553199999 2632699.2672000006, 13384790.7667 2632699.2672000006, 13384797.932599999 2632689.4140000008, 13384810.1745 2632691.8027000017, 13384818.5348 2632702.5516000018, 13384830.4069 2632702.8409999982, 13384842.2592 2632710.9705, 13384858.083999999 2632712.7619999982, 13384888.3281 2632723.872200001, 13384868.3231 2632803.8922000006, 13384852.4982 2632862.4142999984, 13384823.834399998 2632861.5185000002, 13384821.7443 2632871.9688999988))",2023/09/08,戶內噴藥,36.0
5616,12682.0,"POLYGON ((13384148.0937 2630386.5355999991, 13383955.508200001 2630370.4122, 13383937.891800001 2630340.2553999983, 13383899.374699999 2630332.7908000015, 13383903.554900002 2630316.9659999982, 13383902.6591 2630300.5439000018, 13383907.735 2630240.8275000006, 13383913.408100002 2630232.4672, 13383908.9294 2630215.7465999983, 13383934.3088 2630213.9551, 13383966.5557 2630214.8509000018, 13383971.034400001 2630208.5806000009, 13384021.7934 2630210.3720999993, 13384051.054499999 2630218.4338999987, 13384159.439800002 2630221.7183, 13384148.0937 2630385.6398999989, 13384148.0937 2630386.5355999991))",2023/09/09,戶內噴藥,36.0
5617,12683.0,"POLYGON ((13380270.741700001 2635514.7353999987, 13380213.8286 2635506.0914999992, 13380237.7152 2635392.0331000015, 13380137.092999998 2635375.0139999986, 13380141.571800001 2635355.6061000004, 13380115.296500001 2635350.2316000015, 13380157.9938 2635154.6603000015, 13380183.508499999 2635037.9193999991, 13380217.248300001 2635045.0854, 13380307.121599998 2635063.2989000008, 13380282.203899998 2635178.8455, 13380391.485 2635200.6420000009, 13380315.296799999 2635528.0388999991, 13380266.9265 2635531.0247000009, 13380270.741700001 2635514.7353999987))",2023/09/08,戶內噴藥,36.0
5618,,POINT EMPTY,,,
5620,12686.0,"POLYGON ((13380808.228799999 2635121.6462999992, 13380680.177099999 2635104.6906999983, 13380550.5695 2635088.8194000013, 13380575.949000001 2634969.0879999995, 13380621.632100001 2634979.2397999987, 13380630.612399999 2634934.2003000006, 13380643.451499999 2634859.8533999994, 13380856.599100001 2634920.9990999997, 13380962.7852 2634943.1468, 13380957.7093 2634964.3462000005, 13380974.429900002 2634967.9292000011, 13380954.424899999 2635082.8832999989, 13380950.2447 2635118.7131000012, 13380824.243099999 2635095.4237000011, 13380818.384799998 2635122.1660000011, 13380832.4181 2635125.4503999986, 13380804.649999999 2635255.3335999995, 13380785.9875 2635249.7599, 13380808.228799999 2635121.6462999992))",2023/09/14,戶內噴藥,37.0
5622,,POINT EMPTY,,,
5623,,POINT EMPTY,,,
5625,12687.0,"POLYGON ((13381785.257 2635037.6970999986, 13382016.6309 2635068.3891000003, 13382153.082899999 2635095.8586999997, 13382156.964499999 2635099.1431000009, 13382150.3957 2635113.1763999984, 13382162.339000002 2635113.7736000009, 13382168.9078 2635119.7452000007, 13382158.756000001 2635139.1530999988, 13382177.2681 2635144.5275, 13382173.6851 2635154.679299999, 13382189.211399999 2635159.7551999986, 13382136.6296 2635306.215, 13382164.6963 2635321.7413000017, 13382154.8431 2635352.1966999993, 13382028.841400001 2635305.617899999, 13381920.2161 2635267.3068000004, 13381852.139400002 2635262.5295, 13381854.9175 2635233.3663999997, 13381718.116099998 2635229.4877999984, 13381719.609000001 2635214.558699999, 13381734.1994 2635124.5845, 13381751.8158 2635053.8205999993, 13381780.479600001 2635058.2993, 13381785.257 2635037.6970999986))",2023/09/12,戶內噴藥,37.0
5626,12651.0,"POLYGON ((13384581.912700001 2630492.2826999985, 13384581.912700001 2630493.1785000004, 13384588.182999998 2630529.0082999989, 13384586.6901 2630560.658, 13384580.419799998 2630562.7481000014, 13384577.135400001 2630616.1942999996, 13384560.4148 2630615, 13384561.907699998 2630631.7206000015, 13384401.8677 2630628.4362000003, 13384377.682599999 2630590.2177000009, 13384339.0022 2630575.2932000011, 13384307.0539 2630594.1039000005, 13384294.811999999 2630619.184799999, 13384258.9822 2630623.3649000004, 13384141.938000001 2630566.0372, 13384144.923799999 2630516.1739999987, 13384221.360800002 2630494.9745999984, 13384343.046999998 2630507.8090000004, 13384365.440699998 2630507.8090000004, 13384365.739300001 2630521.2452000007, 13384474.4232 2630521.5438, 13384474.1246 2630543.0417000018, 13384538.3198 2630544.5346000008, 13384547.874400001 2630491.9840999991, 13384581.912700001 2630492.2826999985))",2023/09/08,戶內噴藥,36.0
5627,12689.0,"POLYGON ((13379292.2042 2632901.6198000014, 13379251.8957 2632912.3687999994, 13379142.913199998 2632861.9083999991, 13379138.733 2632811.4479999989, 13379189.491999999 2632806.9693000019, 13379185.909000002 2632766.0634999983, 13379196.956500001 2632691.1193999983, 13379308.0291 2632707.2428000011, 13379493.312600002 2632607.3044999987, 13379576.915600002 2632765.2544, 13379352.680399999 2632883.4930000007, 13379292.2042 2632901.6198000014))",2023/09/11,戶內噴藥,37.0
5628,12690.0,"POLYGON ((13383685.9681 2634205.2523999996, 13383686.8638 2634206.1482000016, 13383702.987300001 2634225.5560000017, 13383677.6078 2634238.693599999, 13383728.366799999 2634267.3575000018, 13383683.280900002 2634309.7562000006, 13383745.9831 2634362.6052, 13383762.4051 2634343.1974, 13383781.813000001 2634353.6477000006, 13383819.434300002 2634316.3249999993, 13383840.6336 2634330.9554999992, 13383878.237100001 2634277.4356000014, 13383948.403900001 2634322.2228999995, 13384082.0255 2634411.0661999993, 13384071.575100001 2634425.6966999993, 13384058.1389 2634446.2989000008, 13384039.0297 2634475.2613999993, 13383951.986900002 2634418.9635000005, 13383935.284200002 2634407.6911000013, 13383894.9756 2634472.184799999, 13383694.029800002 2634344.690299999, 13383631.9247 2634283.4809000008, 13383608.038199998 2634250.0397000015, 13383685.9681 2634205.2523999996))",2023/09/10,戶內噴藥,37.0
5629,12691.0,"POLYGON ((13384081.487399999 2634407.9323000014, 13383876.9586 2634275.3618, 13383919.655900002 2634209.6737000011, 13383904.726799998 2634199.2234000005, 13383926.821899999 2634170.2608999982, 13384164.031399999 2634324.6325000003, 13384157.164 2634334.4857, 13384140.6067 2634325.2250000015, 13384121.4974 2634342.5428000018, 13384118.810199998 2634349.7087999992, 13384114.032900002 2634355.0832, 13384099.7009 2634385.2399999984, 13384081.785999998 2634407.6336999983, 13384081.487399999 2634407.9323000014))",2023/09/10,戶內噴藥,37.0
5631,,POINT EMPTY,,,
5632,,POINT EMPTY,,,
5634,12695.0,"POLYGON ((13384409.5781 2628334.4360000007, 13384359.416299999 2628298.0089999996, 13384320.6006 2628285.4686000012, 13384308.0601 2628281.5870000012, 13384266.5117 2628373.2652000003, 13384124.386599999 2628293.2452000007, 13384158.425 2628220.6897, 13384124.730700001 2628201.2683999985, 13384132.792399999 2628185.7421000004, 13384096.962499999 2628164.8414000012, 13384194.5784 2628034.6466000006, 13384210.7018 2628056.1444999985, 13384230.706799999 2628091.9743999988, 13384251.010400001 2628125.4156000018, 13384277.2856 2628173.1887000017, 13384289.2289 2628155.2738000005, 13384321.1772 2628109.8893, 13384354.0213 2628083.3154999986, 13384383.0042 2628052.5744999982, 13384517.3662 2628123.0399000011, 13384506.3187 2628165.1400000006, 13384428.388700001 2628311.1466000006, 13384410.7724 2628333.8389, 13384409.5781 2628334.4360000007))",2023/09/11,戶內噴藥,37.0
